building_type_id,non_residential_sqft,note,residential_units,stories,unit_price_non_residential,year_built,res_price_per_sqft,residential_price,non_residential_price,job_spaces,building_sqft,DEVTYPE,parcel_id
8,152478,pipeline,0,1,0,2024,0,0,0,508,152478,develop,651600
2,0,pipeline,0,0,0,2024,0,0,0,0,0,redevelop,15132
2,0,pipeline,176,6,0,2024,0,0,0,0,200000,redevelop,15131
2,0,pipeline,0,0,0,2024,0,0,0,0,0,redevelop,18059
2,0,pipeline,0,0,0,2024,0,0,0,0,0,redevelop,15133
2,0,pipeline,100,3,0,2025,0,0,0,0,160000,develop,31399
2,0,pipeline,329,6,0,2025,0,0,0,0,400000,develop,56474
2,0,pipeline,60,1,0,2025,0,0,0,0,50000,develop,26790
2,0,pipeline,67,1,0,2025,0,0,0,0,50000,develop,26791
7,0,pipeline,41,1,0,2025,0,0,0,2,381,develop,478792
5,0,pipeline,0,1,0,2025,0,0,0,56,13960,develop,27502
5,0,pipeline,0,1,0,2025,0,0,0,7,4666,develop,59596
7,0,pipeline,49,1,0,2025,0,0,0,2,458,develop,28484
5,0,pipeline,0,1,0,2025,0,0,0,2,993,develop,49031
5,0,pipeline,0,1,0,2025,0,0,0,3,1141,develop,49032
5,0,pipeline,0,1,0,2025,0,0,0,2,933,develop,49033
5,0,pipeline,0,1,0,2025,0,0,0,2,469,develop,55414
7,0,pipeline,4,1,0,2025,0,0,0,4,1591,develop,1659
2,0,pipeline,9,1,0,2025,0,0,0,0,85,develop,490625
5,0,pipeline,0,1,0,2025,0,0,0,1,589,develop,58166
7,0,pipeline,24,1,0,2025,0,0,0,1,224,develop,58251
7,0,pipeline,14,1,0,2025,0,0,0,1,135,develop,476222
7,0,pipeline,22,1,0,2025,0,0,0,1,204,develop,58532
7,0,pipeline,21,1,0,2025,0,0,0,1,193,develop,58533
7,0,pipeline,18,1,0,2025,0,0,0,1,168,develop,58936
7,0,pipeline,37,1,0,2025,0,0,0,27,10822,develop,58601
7,0,pipeline,20,1,0,2025,0,0,0,15,5960,develop,58602
7,0,pipeline,20,1,0,2025,0,0,0,15,5949,develop,58603
7,0,pipeline,10,1,0,2025,0,0,0,125,35083,develop,58604
7,0,pipeline,8,1,0,2025,0,0,0,97,27150,develop,58605
7,0,pipeline,11,1,0,2025,0,0,0,140,39229,develop,58606
2,0,pipeline,53,1,0,2025,0,0,0,0,0,develop,58659
7,0,pipeline,28,1,0,2025,0,0,0,20,8153,develop,58744
7,0,pipeline,23,1,0,2025,0,0,0,17,6926,develop,58745
7,0,pipeline,15,1,0,2025,0,0,0,11,4345,develop,58746
7,0,pipeline,13,1,0,2025,0,0,0,165,46443,develop,58747
7,0,pipeline,8,1,0,2025,0,0,0,100,27879,develop,58748
7,0,pipeline,15,1,0,2025,0,0,0,11,4345,develop,58817
7,0,pipeline,13,1,0,2025,0,0,0,164,45951,develop,58818
7,0,pipeline,8,1,0,2025,0,0,0,98,27582,develop,58819
7,0,pipeline,14,1,0,2025,0,0,0,14,5741,develop,59641
2,0,pipeline,11,1,0,2025,0,0,0,0,0,develop,58937
7,0,pipeline,2,1,0,2025,0,0,0,36,14579,develop,59642
5,0,pipeline,0,1,0,2025,0,0,0,5,3928,develop,59051
2,0,pipeline,4,1,0,2025,0,0,0,0,36,develop,140156
7,0,pipeline,58,1,0,2025,0,0,0,2,547,develop,478792
7,0,pipeline,58,1,0,2025,0,0,0,2,547,develop,478792
7,0,pipeline,58,1,0,2025,0,0,0,2,547,develop,478792
5,0,pipeline,0,1,0,2025,0,0,0,34,24730,develop,68643
5,0,pipeline,0,1,0,2025,0,0,0,34,24730,develop,68644
5,0,pipeline,0,1,0,2025,0,0,0,34,24730,develop,68645
5,0,pipeline,0,1,0,2025,0,0,0,34,24730,develop,68646
5,0,pipeline,0,1,0,2025,0,0,0,34,24730,develop,68647
5,0,pipeline,0,1,0,2025,0,0,0,34,24730,develop,68648
5,0,pipeline,0,1,0,2025,0,0,0,34,24730,develop,68649
5,0,pipeline,0,1,0,2025,0,0,0,43,10833,develop,68650
5,0,pipeline,0,1,0,2025,0,0,0,43,10833,develop,68651
5,0,pipeline,0,1,0,2025,0,0,0,43,10833,develop,68652
5,0,pipeline,0,1,0,2025,0,0,0,34,24730,develop,68653
5,0,pipeline,0,1,0,2025,0,0,0,43,10833,develop,68654
5,0,pipeline,0,1,0,2025,0,0,0,360,95116,develop,68671
5,0,pipeline,0,1,0,2025,0,0,0,360,95116,develop,68672
5,0,pipeline,0,1,0,2025,0,0,0,152,60884,develop,68673
5,0,pipeline,0,1,0,2025,0,0,0,152,60884,develop,68674
2,0,pipeline,92,1,0,2025,0,0,0,0,0,develop,68834
2,0,pipeline,30,1,0,2025,0,0,0,0,0,develop,68835
2,0,pipeline,29,1,0,2025,0,0,0,0,0,develop,68836
7,0,pipeline,73,1,0,2025,0,0,0,77,30521,develop,68837
2,0,pipeline,87,1,0,2025,0,0,0,0,0,develop,68839
2,0,pipeline,88,1,0,2025,0,0,0,0,0,develop,68840
7,0,pipeline,13,1,0,2025,0,0,0,214,85667,develop,68842
2,0,pipeline,37,1,0,2025,0,0,0,0,0,develop,68843
5,0,pipeline,0,1,0,2025,0,0,0,108,77392,develop,69055
5,0,pipeline,0,1,0,2025,0,0,0,108,77393,develop,69056
1,0,pipeline,108,2,0,2025,0,0,0,0,236500,develop,69251
2,0,pipeline,253,5,0,2025,0,0,0,0,303000,develop,69251
4,0,pipeline,0,1,0,2025,0,0,0,100,37500,develop,69251
5,0,pipeline,0,1,0,2025,0,0,0,252,159750,develop,69251
6,0,pipeline,0,0,0,2025,0,0,0,250,505879,redevelop,32145
2,0,pipeline,370,1,0,2025,0,0,0,0,592000,develop,69254
4,10800,pipeline,0,1,0,2025,0,0,0,27,10800,develop,69255
4,10800,pipeline,0,1,0,2025,0,0,0,27,10800,develop,69258
5,150000,pipeline,0,1,0,2025,0,0,0,500,150000,develop,69255
5,150000,pipeline,0,1,0,2025,0,0,0,500,150000,develop,69258
2,0,pipeline,113,5,0,2025,0,0,0,0,180000,develop,23080
1,0,pipeline,2,3,0,2025,0,0,0,0,5000,develop,22918
2,0,pipeline,100,5,0,2025,0,0,0,0,105000,develop,22950
2,0,pipeline,50,4,0,2025,0,0,0,0,60000,redevelop,18398
2,0,pipeline,8,2,0,2025,0,0,0,0,10000,redevelop,317548
2,0,pipeline,28,3,0,2025,0,0,0,0,30000,redevelop,18477
1,0,pipeline,9,2,0,2025,0,0,0,0,22500,develop,21549
2,0,pipeline,48,4,0,2025,0,0,0,0,40000,develop,15012
5,153000,pipeline,0,1,0,2025,0,0,0,242,153000,develop,775635
2,0,pipeline,85,1,0,2025,0,0,0,0,187000,develop,775635
2,0,pipeline,30,3,0,2025,0,0,0,0,90000,redevelop,37157
2,0,pipeline,70,0,0,2025,0,0,0,0,0,redevelop,165199
2,0,pipeline,70,0,0,2025,0,0,0,0,0,redevelop,33207
2,0,pipeline,54,5,0,2025,0,0,0,0,64800,redevelop,33334
2,0,pipeline,78,6,0,2025,0,0,0,0,87000,redevelop,27578
2,0,pipeline,74,6,0,2025,0,0,0,0,44000,develop,31313
2,0,pipeline,74,6,0,2025,0,0,0,0,44000,develop,32463
2,0,pipeline,74,6,0,2025,0,0,0,0,44000,redevelop,44193
2,0,pipeline,170,0,0,2025,0,0,0,0,0,redevelop,38746
2,0,pipeline,40,2,0,2025,0,0,0,0,70000,develop,32704
2,0,pipeline,44,0,0,2025,0,0,0,0,0,redevelop,39185
2,0,pipeline,44,0,0,2025,0,0,0,0,0,redevelop,39186
2,0,pipeline,44,0,0,2025,0,0,0,0,0,redevelop,39188
2,0,pipeline,44,0,0,2025,0,0,0,0,0,redevelop,39187
2,0,pipeline,44,0,0,2025,0,0,0,0,0,redevelop,45257
2,0,pipeline,44,0,0,2025,0,0,0,0,0,redevelop,39189
2,0,pipeline,16,2,0,2025,0,0,0,0,17000,redevelop,25550
2,0,pipeline,44,0,0,2025,0,0,0,0,0,develop,46030
2,0,pipeline,44,0,0,2025,0,0,0,0,0,develop,59427
2,0,pipeline,44,0,0,2025,0,0,0,0,0,develop,59428
2,0,pipeline,44,0,0,2025,0,0,0,0,0,develop,45992
2,0,pipeline,44,0,0,2025,0,0,0,0,0,develop,45991
2,0,pipeline,117,6,0,2025,0,0,0,0,0,redevelop,44581
2,0,pipeline,117,6,0,2025,0,0,0,0,0,redevelop,48779
2,0,pipeline,117,6,0,2025,0,0,0,0,0,redevelop,48778
2,0,pipeline,133,7,0,2025,0,0,0,0,0,develop,492229
2,0,pipeline,67,7,0,2025,0,0,0,0,0,redevelop,38083
2,0,pipeline,67,7,0,2025,0,0,0,0,0,redevelop,34123
2,0,pipeline,67,7,0,2025,0,0,0,0,0,redevelop,34052
2,0,pipeline,145,11,0,2025,0,0,0,0,0,redevelop,475363
5,0,pipeline,0,1,0,2026,0,0,0,197,55041,develop,492239
5,0,pipeline,0,1,0,2026,0,0,0,195,54545,develop,492239
5,0,pipeline,0,1,0,2026,0,0,0,161,45124,develop,492239
1,0,pipeline,108,2,0,2026,0,0,0,0,236500,develop,69251
2,0,pipeline,253,5,0,2026,0,0,0,0,303000,develop,69251
4,0,pipeline,0,1,0,2026,0,0,0,100,37500,develop,69251
5,0,pipeline,0,1,0,2026,0,0,0,252,159750,develop,69251
0,0,pipeline,0,0,0,2026,0,0,0,0,0,demolition,28434
2,0,pipeline,370,1,0,2026,0,0,0,0,592000,develop,69254
4,10800,pipeline,0,1,0,2026,0,0,0,27,10800,develop,69255
4,10800,pipeline,0,1,0,2026,0,0,0,27,10800,develop,69258
5,150000,pipeline,0,1,0,2026,0,0,0,500,150000,develop,69255
5,150000,pipeline,0,1,0,2026,0,0,0,500,150000,develop,69258
2,0,pipeline,27,2,0,2026,0,0,0,0,43200,develop,491021
2,0,pipeline,150,6,0,2026,0,0,0,0,150000,develop,491021
5,40000,pipeline,0,0,0,2026,0,0,0,63,40000,develop,491021
4,80000,pipeline,0,0,0,2026,0,0,0,213,80000,develop,491021
8,30000,pipeline,0,0,0,2026,0,0,0,100,30000,develop,491021
0,0,0,0,0,0,2026,0,0,0,0,0,demolition,25388
2,0,pipeline,32,4,0,2026,0,0,0,0,25600,redevelop,45665
2,0,pipeline,24,4,0,2026,0,0,0,0,9500,redevelop,189968
2,0,pipeline,24,4,0,2026,0,0,0,0,9500,redevelop,167085
2,0,pipeline,24,4,0,2026,0,0,0,0,9500,redevelop,263907
2,0,pipeline,24,4,0,2026,0,0,0,0,9500,redevelop,191897
2,0,pipeline,20,0,0,2026,0,0,0,0,0,redevelop,33189
2,0,pipeline,4,3,0,2026,0,0,0,0,12000,develop,25565
2,0,pipeline,182,3,0,2026,0,0,0,0,0,redevelop,47331
2,0,pipeline,23,3,0,2026,0,0,0,0,35000,redevelop,400669
2,0,pipeline,23,3,0,2026,0,0,0,0,35000,develop,56360
2,0,pipeline,244,0,0,2026,0,0,0,0,0,redevelop,32223
2,0,pipeline,9,3,0,2026,0,0,0,0,0,redevelop,45227
2,0,pipeline,9,3,0,2026,0,0,0,0,0,redevelop,45226
2,0,pipeline,112,5,0,2026,0,0,0,0,0,redevelop,27584
2,0,pipeline,7,3,0,2026,0,0,0,0,7000,redevelop,122407
2,0,pipeline,7,3,0,2026,0,0,0,0,7000,redevelop,273940
2,0,pipeline,7,3,0,2026,0,0,0,0,7000,redevelop,287472
2,0,pipeline,35,3,0,2026,0,0,0,0,0,redevelop,191872
2,0,pipeline,35,3,0,2026,0,0,0,0,0,redevelop,439326
2,0,pipeline,18,5,0,2026,0,0,0,0,6000,redevelop,337038
2,0,pipeline,18,5,0,2026,0,0,0,0,6000,redevelop,456481
2,0,pipeline,23,4,0,2026,0,0,0,0,0,develop,59078
7,67000,pipeline,139,0,0,2026,0,0,0,30,0,redevelop,39034
2,0,pipeline,147,0,0,2026,0,0,0,0,0,redevelop,330358
0,0,pipeline,0,0,0,2026,0,0,0,0,0,demolition,33183
0,0,pipeline,0,0,0,2026,0,0,0,0,0,demolition,33184
5,587000,pipeline,0,1,0,2027,0,0,0,2250,587000,develop,26803
1,0,pipeline,108,2,0,2027,0,0,0,0,236500,develop,69251
2,0,pipeline,253,5,0,2027,0,0,0,0,303000,develop,69251
4,0,pipeline,0,1,0,2027,0,0,0,100,37500,develop,69251
5,0,pipeline,0,1,0,2027,0,0,0,252,159750,develop,69251
6,50000,pipeline,0,0,0,2027,0,0,0,30,50003,develop,10624
2,0,pipeline,370,1,0,2027,0,0,0,0,592000,develop,69254
4,10800,pipeline,0,1,0,2027,0,0,0,27,10800,develop,69255
4,10800,pipeline,0,1,0,2027,0,0,0,27,10800,develop,69258
5,150000,pipeline,0,1,0,2027,0,0,0,500,150000,develop,69255
5,150000,pipeline,0,1,0,2027,0,0,0,500,150000,develop,69258
2,0,pipeline,48,2,0,2027,0,0,0,0,16800,develop,75398
2,0,pipeline,197,6,0,2027,0,0,0,0,200000,redevelop,19318
2,0,pipeline,30,3,0,2027,0,0,0,0,32000,develop,21047
8,30000,pipeline,0,1,0,2027,0,0,0,60,30000,redevelop,584382
6,140000,pipeline,0,1,0,2027,0,0,0,400,140000,develop,503902
2,0,pipeline,80,3,0,2027,0,0,0,0,122000,redevelop,59328
2,0,pipeline,80,3,0,2027,0,0,0,0,122000,redevelop,44023
2,0,pipeline,22,4,0,2027,0,0,0,0,40000,develop,56589
2,0,pipeline,17,3,0,2027,0,0,0,0,0,develop,32636
2,0,pipeline,275,0,0,2027,0,0,0,0,411000,redevelop,343677
2,0,pipeline,110,0,0,2027,0,0,0,0,0,redevelop,45671
2,0,pipeline,36,0,0,2027,0,0,0,0,0,redevelop,25576
2,0,pipeline,350,6,0,2027,0,0,0,0,0,redevelop,38582
2,300,pipeline,70,7,0,2027,0,0,0,5,0,redevelop,38724
2,300,pipeline,70,7,0,2027,0,0,0,5,0,redevelop,38725
2,300,pipeline,70,7,0,2027,0,0,0,5,0,redevelop,38726
2,300,pipeline,70,7,0,2027,0,0,0,5,0,redevelop,38727
2,0,pipeline,116,4,0,2027,0,0,0,0,0,redevelop,33352
2,0,pipeline,218,0,0,2027,0,0,0,0,0,redevelop,433804
7,9915,pipeline,8,3,0,2027,0,0,0,20,0,redevelop,34918
2,7500,pipeline,145,7,0,2027,0,0,0,15,94000,redevelop,32640
5,0,pipeline,0,1,0,2028,0,0,0,156,43636,develop,492239
5,0,pipeline,0,1,0,2028,0,0,0,439,122975,develop,492239
1,0,pipeline,114,2,0,2028,0,0,0,0,250800,develop,69252
2,0,pipeline,266,5,0,2028,0,0,0,0,319200,develop,69252
4,0,pipeline,0,1,0,2028,0,0,0,91,34000,develop,69252
5,0,pipeline,0,1,0,2028,0,0,0,221,139600,develop,69252
6,148250,pipeline,0,1,0,2028,0,0,0,99,148250,develop,489552
6,50000,pipeline,0,0,0,2028,0,0,0,30,50002,develop,10626
2,0,pipeline,370,1,0,2028,0,0,0,0,592000,develop,69254
4,5000,pipeline,0,1,0,2028,0,0,0,27,5000,develop,69254
4,10800,pipeline,0,1,0,2028,0,0,0,27,10800,develop,69258
5,150000,pipeline,0,1,0,2028,0,0,0,500,150000,develop,69255
5,150000,pipeline,0,1,0,2028,0,0,0,500,150000,develop,69258
2,0,pipeline,25,2,0,2028,0,0,0,0,40000,develop,491021
2,0,pipeline,125,6,0,2028,0,0,0,0,125000,develop,491021
5,40000,pipeline,0,0,0,2028,0,0,0,63,40000,develop,491021
4,80000,pipeline,0,0,0,2028,0,0,0,213,80000,develop,491021
8,30000,pipeline,0,0,0,2028,0,0,0,100,30000,develop,491021
2,0,pipeline,25,3,0,2028,0,0,0,0,50000,develop,21044
2,0,pipeline,354,6,0,2028,0,0,0,0,310000,develop,15039
2,0,pipeline,21,3,0,2028,0,0,0,0,22000,develop,21640
2,0,pipeline,37,0,0,2028,0,0,0,0,0,redevelop,37115
2,0,pipeline,37,0,0,2028,0,0,0,0,0,redevelop,37178
2,0,pipeline,37,0,0,2028,0,0,0,0,0,redevelop,32288
2,0,pipeline,105,0,0,2028,0,0,0,0,0,redevelop,144783
2,0,pipeline,54,6,0,2028,0,0,0,0,0,redevelop,38754
2,0,pipeline,54,6,0,2028,0,0,0,0,0,redevelop,38756
2,1000,pipeline,188,7,0,2028,0,0,0,5,0,develop,58814
2,0,pipeline,70,0,0,2028,0,0,0,0,0,redevelop,42202
2,0,pipeline,70,0,0,2028,0,0,0,0,0,redevelop,38506
2,2000,pipeline,228,6,0,2028,0,0,0,10,0,redevelop,38498
7,75000,pipeline,460,3,0,2028,0,0,0,0,0,redevelop,30438
2,1800,pipeline,283,5,0,2028,0,0,0,7,0,redevelop,39094
2,0,pipeline,31,7,0,2028,0,0,0,0,0,redevelop,56315
2,0,pipeline,31,7,0,2028,0,0,0,0,0,redevelop,45234
2,0,pipeline,283,0,0,2028,0,0,0,0,0,redevelop,45066
2,0,Raven On,420,23,0,2028,0,0,0,0,480000,redevelop,48494
1,0,pipeline,114,2,0,2029,0,0,0,0,250800,develop,69252
2,0,pipeline,266,5,0,2029,0,0,0,0,319200,develop,69252
4,0,pipeline,0,1,0,2029,0,0,0,91,34000,develop,69252
5,0,pipeline,0,1,0,2029,0,0,0,221,139600,develop,69252
2,0,pipeline,370,1,0,2029,0,0,0,0,592000,develop,69254
4,10800,pipeline,0,1,0,2029,0,0,0,27,10800,develop,69255
4,10800,pipeline,0,1,0,2029,0,0,0,27,10800,develop,69258
5,150000,pipeline,0,1,0,2029,0,0,0,500,150000,develop,69255
5,150000,pipeline,0,1,0,2029,0,0,0,500,150000,develop,69258
6,150000,pipeline,0,1,0,2029,0,0,0,300,150000,develop,583180
6,40000,pipeline,0,1,0,2029,0,0,0,40,40000,develop,493114
6,40000,pipeline,0,1,0,2029,0,0,0,40,40000,develop,493115
6,40000,pipeline,0,1,0,2029,0,0,0,40,40000,develop,528160
6,40000,pipeline,0,1,0,2029,0,0,0,40,40000,develop,528160
6,72000,pipeline,0,1,0,2029,0,0,0,100,72000,develop,503897
7,0,pipeline,17,1,0,2030,0,0,0,31,7850,develop,478792
3,0,pipeline,0,1,0,2030,0,0,0,37,36829,develop,27502
7,0,pipeline,4,1,0,2030,0,0,0,4,3620,develop,59596
5,0,pipeline,0,1,0,2030,0,0,0,18,4440,develop,59602
7,0,pipeline,4,1,0,2030,0,0,0,1,545,develop,59603
7,0,pipeline,20,1,0,2030,0,0,0,38,9431,develop,28484
2,0,pipeline,500,1,0,2030,0,0,0,0,0,develop,1857
5,0,pipeline,0,1,0,2030,0,0,0,30,7478,develop,49031
5,0,pipeline,0,1,0,2030,0,0,0,34,8589,develop,49032
5,0,pipeline,0,1,0,2030,0,0,0,28,7028,develop,49033
3,0,pipeline,0,1,0,2030,0,0,0,1,1238,develop,55414
5,0,pipeline,0,1,0,2030,0,0,0,18,4612,develop,1659
7,0,pipeline,2,1,0,2030,0,0,0,4,1530,develop,1661
7,0,pipeline,4,1,0,2030,0,0,0,7,1740,develop,490625
5,0,pipeline,0,1,0,2030,0,0,0,18,4434,develop,58166
7,0,pipeline,10,1,0,2030,0,0,0,18,4607,develop,58251
7,0,pipeline,6,1,0,2030,0,0,0,11,2785,develop,476222
7,0,pipeline,9,1,0,2030,0,0,0,17,4205,develop,58532
7,0,pipeline,9,1,0,2030,0,0,0,16,3982,develop,58533
7,0,pipeline,8,1,0,2030,0,0,0,14,3468,develop,58936
5,0,pipeline,0,1,0,2030,0,0,0,115,28819,develop,58601
5,0,pipeline,0,1,0,2030,0,0,0,63,15872,develop,58602
5,0,pipeline,0,1,0,2030,0,0,0,63,15843,develop,58603
5,0,pipeline,0,1,0,2030,0,0,0,11,2849,develop,58604
5,0,pipeline,0,1,0,2030,0,0,0,9,2205,develop,58605
5,0,pipeline,0,1,0,2030,0,0,0,13,3185,develop,58606
5,0,pipeline,0,1,0,2030,0,0,0,7,2629,develop,58659
5,0,pipeline,0,1,0,2030,0,0,0,87,21711,develop,58744
5,0,pipeline,0,1,0,2030,0,0,0,74,18444,develop,58745
5,0,pipeline,0,1,0,2030,0,0,0,46,11570,develop,58746
5,0,pipeline,0,1,0,2030,0,0,0,15,3771,develop,58747
5,0,pipeline,0,1,0,2030,0,0,0,9,2264,develop,58748
5,0,pipeline,0,1,0,2030,0,0,0,46,11569,develop,58817
5,0,pipeline,0,1,0,2030,0,0,0,15,3731,develop,58818
5,0,pipeline,0,1,0,2030,0,0,0,9,2240,develop,58819
5,0,pipeline,0,1,0,2030,0,0,0,66,16643,develop,59641
7,0,pipeline,15,1,0,2030,0,0,0,20,7772,develop,58937
5,0,pipeline,0,1,0,2030,0,0,0,23,9083,develop,59642
7,0,pipeline,3,1,0,2030,0,0,0,3,3047,develop,59051
7,0,pipeline,2,1,0,2030,0,0,0,3,749,develop,140156
7,0,pipeline,45,1,0,2030,0,0,0,317,79142,develop,66294
7,0,pipeline,45,1,0,2030,0,0,0,317,79142,develop,66295
7,0,pipeline,45,1,0,2030,0,0,0,317,79142,develop,66296
2,0,pipeline,250,1,0,2030,0,0,0,0,0,develop,66840
2,0,pipeline,250,1,0,2030,0,0,0,0,0,develop,66842
2,0,pipeline,250,1,0,2030,0,0,0,0,0,develop,490604
2,0,pipeline,250,1,0,2030,0,0,0,0,0,develop,66843
7,0,pipeline,24,1,0,2030,0,0,0,45,11252,develop,478792
7,0,pipeline,24,1,0,2030,0,0,0,45,11252,develop,478792
7,0,pipeline,24,1,0,2030,0,0,0,45,11252,develop,478792
7,0,pipeline,20,1,0,2030,0,0,0,19,19182,develop,68643
7,0,pipeline,20,1,0,2030,0,0,0,19,19182,develop,68644
7,0,pipeline,20,1,0,2030,0,0,0,19,19182,develop,68645
7,0,pipeline,20,1,0,2030,0,0,0,19,19182,develop,68646
7,0,pipeline,20,1,0,2030,0,0,0,19,19182,develop,68647
7,0,pipeline,20,1,0,2030,0,0,0,19,19182,develop,68648
7,0,pipeline,20,1,0,2030,0,0,0,19,19182,develop,68649
3,0,pipeline,0,1,0,2030,0,0,0,29,28578,develop,68650
3,0,pipeline,0,1,0,2030,0,0,0,29,28578,develop,68651
3,0,pipeline,0,1,0,2030,0,0,0,29,28578,develop,68652
7,0,pipeline,20,1,0,2030,0,0,0,19,19182,develop,68653
3,0,pipeline,0,1,0,2030,0,0,0,29,28578,develop,68654
5,0,pipeline,0,1,0,2030,0,0,0,93,23160,develop,68666
5,0,pipeline,0,1,0,2030,0,0,0,93,23160,develop,68667
5,0,pipeline,0,1,0,2030,0,0,0,93,23160,develop,68668
5,0,pipeline,0,1,0,2030,0,0,0,93,23160,develop,68669
5,0,pipeline,0,1,0,2030,0,0,0,84,21000,develop,68670
5,0,pipeline,0,1,0,2030,0,0,0,208,83218,develop,68671
5,0,pipeline,0,1,0,2030,0,0,0,208,83218,develop,68672
2,0,pipeline,63,1,0,2030,0,0,0,0,0,develop,68675
2,0,pipeline,63,1,0,2030,0,0,0,0,0,develop,68676
7,0,pipeline,20,1,0,2030,0,0,0,7,2898,develop,68677
7,0,pipeline,20,1,0,2030,0,0,0,7,2898,develop,68678
7,0,pipeline,20,1,0,2030,0,0,0,7,2898,develop,68679
5,0,pipeline,0,1,0,2030,0,0,0,11,4557,develop,68834
5,0,pipeline,0,1,0,2030,0,0,0,688,191565,develop,68835
5,0,pipeline,0,1,0,2030,0,0,0,687,191564,develop,68836
5,0,pipeline,0,1,0,2030,0,0,0,351,88486,develop,68837
5,0,pipeline,0,1,0,2030,0,0,0,97,38912,develop,68839
5,0,pipeline,0,1,0,2030,0,0,0,98,38913,develop,68840
7,0,pipeline,20,1,0,2030,0,0,0,49,19748,develop,68841
5,0,pipeline,0,1,0,2030,0,0,0,134,53370,develop,68842
7,0,pipeline,53,1,0,2030,0,0,0,66,26491,develop,68843
7,0,pipeline,50,1,0,2030,0,0,0,61,24667,develop,69055
7,0,pipeline,50,1,0,2030,0,0,0,62,24668,develop,69056
5,0,pipeline,0,1,0,2030,0,0,0,352,98678,develop,492239
5,0,pipeline,0,1,0,2030,0,0,0,810,58317,redevelop,53025
5,0,pipeline,0,1,0,2030,0,0,0,810,1386270,redevelop,53026
1,0,pipeline,114,2,0,2030,0,0,0,0,250800,develop,69252
2,0,pipeline,266,5,0,2030,0,0,0,0,319200,develop,69252
4,0,pipeline,0,1,0,2030,0,0,0,91,34000,develop,69252
5,0,pipeline,0,1,0,2030,0,0,0,221,139600,develop,69252
2,0,pipeline,370,1,0,2030,0,0,0,0,592000,develop,69254
4,5000,pipeline,0,1,0,2030,0,0,0,27,5000,develop,69254
4,10800,pipeline,0,1,0,2030,0,0,0,27,10800,develop,69255
5,150000,pipeline,0,1,0,2030,0,0,0,500,150000,develop,69255
5,150000,pipeline,0,1,0,2030,0,0,0,500,150000,develop,69258
2,0,pipeline,125,6,0,2030,0,0,0,0,125000,develop,491021
5,40000,pipeline,0,0,0,2030,0,0,0,63,40000,develop,491021
4,80000,pipeline,0,0,0,2030,0,0,0,213,80000,develop,491021
8,30000,pipeline,0,0,0,2030,0,0,0,100,30000,develop,491021
6,40000,pipeline,0,1,0,2030,0,0,0,40,40000,develop,529980
6,40000,pipeline,0,1,0,2030,0,0,0,40,40000,develop,529981
6,40000,pipeline,0,1,0,2030,0,0,0,40,40000,develop,688175
6,40000,pipeline,0,1,0,2030,0,0,0,40,40000,develop,493494
3,1000,pipeline,0,1,0,2030,0,0,0,2,1000,develop,503895
6,100000,pipeline,0,1,0,2030,0,0,0,286,100000,develop,503900
8,200000,pipeline,0,1,0,2030,0,0,0,50,200000,develop,503905
