N,URBANSIMX,URBANSIMY
225,1493913.819,7652276.132
226,1492440.314,7648121.634
227,1493980.245,7648007.647
228,1492039.581,7643602.913
229,1494675.967,7643533.23
230,1496975.073,7643323.664
231,1500373.832,7642730.064
232,1492071.218,7641162.046
233,1494752.697,7640562.886
234,1498118.686,7639795.032
235,1493010.607,7637079.511
236,1498446.275,7636474.58
237,1497151.239,7634658.529
238,1493726.356,7634845.011
239,1504419.556,7659583.422
240,1507590.527,7659498.2
241,1498699.694,7656934.1
242,1503592.613,7657136.18
243,1507853.914,7657155.883
244,1495241.698,7653310.202
245,1498926.14,7651505.505
246,1499584.774,7653830.628
247,1502616.073,7653602.428
248,1505670.317,7654487.195
249,1508064.303,7653785.762
250,1504965.654,7651531.85
251,1507199.781,7651062.044
252,1497414.625,7647800.555
253,1501180.918,7648522.46
254,1503598.444,7647929.179
255,1506653.856,7646215.243
256,1507149.083,7648692.126
257,1501993.659,7642985.955
258,1503607.405,7644758.156
259,1506314.579,7644591.879
260,1512114.721,7656081.429
261,1515679.566,7655804.16
262,1519398.306,7651886.572
263,1510598.804,7652638.702
264,1513354.477,7651837.629
265,1516262.159,7650866.742
266,1510454.401,7648754.389
267,1510177.702,7650023.16
268,1518218.035,7649863.95
269,1509928.829,7647149.314
270,1509771.295,7645480.77
271,1513349.662,7645997.645
272,1513528.995,7648063.335
273,1516113.141,7647757.119
274,1519044.408,7647258.502
275,1521427.971,7647094.31
276,1510087.699,7642495.395
277,1510111.853,7644514.392
278,1512973.003,7643080.379
279,1515364.275,7642831.91
280,1516184.89,7645617.214
281,1518036.556,7643370.157
282,1509952.649,7638489.483
283,1512804.154,7639993.654
284,1515579.069,7639816.387
285,1518343.792,7638954.114
286,1512855.311,7638004.655
287,1515873.063,7637948.842
288,1506223.763,7642600.565
289,1504450.68,7638198.9
290,1502410.962,7638376.123
291,1505692.892,7639606.873
292,1506956.116,7633055.613
293,1509645.538,7635671.387
294,1510288.1,7632533.593
295,1483372.696,7637655.763
296,1482104.109,7635701.63
297,1487467.523,7631896.167
298,1487582.739,7635707.954
299,1491435.661,7633643.104
300,1497579.182,7632241.774
301,1499929.437,7632258.99
302,1491777.066,7630323.135
303,1494932.555,7629616.403
304,1498235.344,7629534.225
305,1488479.618,7627296.709
306,1492206.91,7625927.015
307,1494739.938,7625626.387
308,1497311.055,7624461.967
309,1498853.866,7626252.222
310,1497486.537,7621287.201
311,1501522.919,7620933.601
312,1502454.337,7635457.351
313,1512632.079,7635894.801
314,1515773.26,7635842.213
315,1503061.633,7632162.656
316,1512596.453,7632373.361
317,1514903.359,7632508.453
318,1517321.385,7632171.493
319,1503947.019,7629497.861
320,1516237.74,7629770.934
321,1507392.07,7629279.882
322,1509855.49,7629035.124
323,1510846.424,7629661.4
324,1512910.525,7629220.597
325,1518165.838,7627290.006
326,1502191.043,7625231.007
327,1507398.339,7626555.343
328,1510103.549,7626499.12
329,1513217.487,7626714.479
330,1516255.094,7626515.764
331,1518069.606,7624523.782
332,1519527.681,7625993.442
333,1507324.755,7624010.885
334,1510051.533,7623592.077
335,1512341.689,7623823.881
336,1514359.49,7623438.6
337,1516526.991,7624353.886
338,1520442.247,7622315.724
339,1504634.74,7620945.445
340,1507271.844,7620987.294
341,1509196.919,7621051.196
342,1510073.428,7620866.004
343,1510725.17,7620709.817
344,1511906.857,7621303.551
345,1513214.78,7621058.514
346,1514982.804,7621279.037
347,1516822.246,7620641.31
348,1519111.992,7618995.434
349,1518526.006,7621621.638
350,1518881.598,7620327.102
351,1504440.753,7618223.037
352,1507262.572,7618981.58
353,1508165.602,7617935.229
354,1509141.537,7618201.579
355,1509142.071,7619222.467
356,1510003.832,7618198.305
357,1510009.019,7619126.55
358,1510672.022,7618066.184
359,1510679.163,7619080.547
360,1512593.074,7618497.698
361,1515791.646,7618273.661
362,1518393.455,7617096.101
363,1521140.943,7616831.31
364,1497940.341,7614187.541
365,1502029.535,7615198.664
366,1505126.211,7616103.264
367,1506806.209,7616218.234
368,1508220.872,7616239.722
369,1509095.978,7615355.312
370,1509099.281,7616710.252
371,1509818.789,7615355.844
372,1509795.016,7616640.194
373,1510624.505,7615320.324
374,1510592.618,7616589.277
375,1511380.825,7615326.128
376,1511389.071,7616733.046
377,1512818.855,7615282.094
378,1512813.266,7616785.485
379,1515606.138,7615219.754
380,1515652.976,7616739.87
381,1518629.821,7615148.951
382,1521282.473,7615095.647
383,1497047.117,7611954.571
384,1499501.292,7612537.974
385,1500171.942,7610928.347
386,1501680.805,7611999.394
387,1504291.285,7613195.752
388,1506635.846,7611716.83
389,1508989.23,7612308.457
390,1509046.274,7613861.097
391,1509763.966,7612299.9
392,1509803.565,7613841.401
393,1510515.744,7612287.924
394,1510569.054,7613797.591
395,1511287.256,7612269.499
396,1511304.393,7613815.691
397,1512758.126,7612222.374
398,1512801.563,7613762.157
399,1515528.87,7612179.628
400,1515562.542,7613706.226
401,1518572.334,7612092.523
402,1518606.07,7613609.276
403,1521188.254,7611586.002
404,1521169.935,7613581.708
405,1498560.749,7607999.795
406,1497281.373,7608714.303
407,1497144.43,7609763.419
408,1503250.368,7609136.445
409,1507971.541,7611212.639
410,1509461.352,7609589.546
411,1509451.066,7610786.463
412,1511072.146,7609624.828
413,1510488.664,7610758.09
414,1511263.716,7610740.775
415,1512818.977,7609140.404
416,1512760.545,7610699.277
417,1515825.177,7609246.756
418,1515488.689,7610643.147
419,1517999.128,7609095.438
420,1518565.876,7610959.995
421,1520833.783,7608790.44
422,1499955.51,7605112.291
423,1507904.185,7608111.126
424,1507775.868,7606546.983
425,1509508.338,7606508.453
426,1509532.475,7608188.277
427,1510438.805,7606536.64
428,1510455.415,7608604.537
429,1511220.019,7608087.121
430,1512251.401,7607092.091
431,1513787.172,7606940.235
432,1515745.9,7607102.776
433,1518166.705,7606838.02
434,1506851.574,7604644.223
435,1511175.31,7606205.958
436,1515139.237,7604294.511
437,1518221.11,7603234.487
438,1520962.593,7601963.472
439,1516199.726,7602503.316
440,1515861.259,7600260.467
441,1519239.553,7599469.478
442,1515889.641,7597807.973
443,1518342.723,7596453.095
444,1520519.652,7596283.568
445,1522843.799,7596328.567
446,1521366.102,7593073.467
447,1493152.504,7620011.232
448,1497578.653,7618481.15
449,1487958.945,7617682.284
450,1493897.047,7618059.709
451,1500563.509,7618311.711
452,1487864.707,7614753.705
453,1493145.808,7614837.525
454,1497738.995,7615793.683
455,1500604.081,7615892.701
456,1488046.705,7612292.891
457,1493196.807,7612323.405
458,1487851.535,7609777.328
459,1492815.427,7609632.607
460,1475793.674,7605566.583
461,1479072.259,7607272.314
462,1483309.428,7605200.865
463,1487676.386,7607206.089
464,1491914.436,7607149.126
465,1494281.831,7606404.602
466,1478433.807,7604889.722
467,1486448.72,7604438.239
468,1488974.53,7604482.827
469,1475870.638,7600268.741
470,1478486.82,7600330.628
471,1481249.367,7601138.606
472,1483488.716,7601498.127
473,1486443.94,7600987.153
474,1485805.936,7602123.564
475,1471826.679,7606970.89
476,1460937.833,7599412.336
477,1464876.613,7599983.928
478,1467658.689,7600775.119
479,1470381.998,7600961.987
480,1473090.071,7600951.811
481,1467605.943,7597498.947
482,1470327.286,7597462.592
483,1473048.634,7597426.228
484,1475947.08,7594874.801
485,1478461.147,7594999.047
486,1458767.597,7592021.369
487,1462105.535,7591975.12
488,1464942.896,7592752.047
489,1467572.989,7594757.937
490,1470294.245,7594734.706
491,1473012.244,7594708.164
492,1467722.222,7592173.717
493,1470268.468,7591891.413
494,1473143.211,7591941.514
495,1475837.457,7591849.108
496,1478314.099,7591260.234
497,1491927.765,7604342.665
498,1494709.499,7604096.523
499,1488441.663,7599067.295
500,1490126.852,7600816.461
501,1491585.638,7598921.254
502,1493732.974,7601596.05
503,1482649.816,7598526.979
504,1494077.243,7598886.751
505,1496498.139,7599153.812
506,1481566.85,7596766.883
507,1484288.552,7596176.602
508,1486322.358,7596398.719
509,1489007.898,7596316.138
510,1492411.964,7596393.713
511,1494488.933,7596478.885
512,1496492.691,7596618.288
513,1481222.963,7594477.834
514,1483944.226,7593903.11
515,1486315,7593759.585
516,1489225.868,7593871.997
517,1492800.862,7593804.506
518,1494895.426,7593744.669
519,1496206.893,7594001.884
520,1481012.738,7591177.746
521,1483653,7590976.736
522,1486278.524,7591048.073
523,1489055.183,7590852.19
524,1491054.968,7590964.713
525,1492569.816,7591242.826
526,1494450.13,7591332.713
527,1496562.191,7590191.091
528,1502586.617,7603138.629
529,1504255.282,7604612.486
530,1501880.254,7601020.521
531,1504420.673,7601061.777
532,1506156.848,7602220.903
533,1507472.591,7601457.428
534,1498601.335,7598191.339
535,1501461.793,7599064.961
536,1503867.767,7597521.951
537,1499659.999,7595425.499
538,1502659.007,7595323.421
539,1502305.551,7592377.735
540,1500011.2,7590121.49
541,1498396.927,7591929.287
542,1506444.691,7599054.975
543,1509175.82,7599041.537
544,1506009.611,7597132.144
545,1508992.244,7596855.962
546,1506249.141,7594921.154
547,1508086.655,7595037.026
548,1510399.924,7595188.522
549,1510748.779,7593362.225
550,1511756.78,7593315.642
551,1507933.772,7591458.211
552,1512486.817,7589745.306
553,1508951.257,7604837.151
554,1509932.491,7603866.601
555,1511131.722,7604134.417
556,1512201.908,7604121.031
557,1513607.851,7603948.778
558,1509216.951,7601529.929
559,1511063.737,7601189.586
560,1512141.224,7601533.19
561,1513941.239,7600848.746
562,1511269.878,7597388.663
563,1513352.531,7598255.367
564,1513853.48,7595684.825
565,1513108.971,7592791.838
566,1516209.782,7594661.421
567,1525703.72,7591428.782
568,1515848.897,7590723.576
569,1518091.753,7592243.436
570,1520809.202,7590647.701
571,1523596.921,7588793.599
572,1518606.542,7588027.545
573,1527622.685,7586344.956
574,1516084.776,7585778.255
575,1522788.832,7584661.906
576,1526627.896,7584472.72
577,1518200.498,7661146.675
578,1525170.003,7636107.785
579,1527530.098,7621090.387
580,1528907.474,7608480.135
581,1534154.711,7590854.051
582,1458754.882,7587297.205
583,1465626.701,7585883.932
584,1470189.436,7586951.516
585,1472930.367,7586928.378
586,1467814.133,7582332.259
587,1470870.543,7583493.665
588,1475266.636,7583183.888
589,1470728.984,7580551.394
590,1475312.432,7580711.042
591,1478236.162,7580585.41
592,1470611.564,7578006.766
593,1475355.512,7578063.009
594,1478218.992,7577939.714
595,1482190.74,7577927.094
596,1486303.13,7577937.746
597,1470249.7,7574012.804
598,1473483.316,7573372.195
599,1476983.484,7574944.279
600,1482243.56,7575258.275
601,1486256.42,7574922.684
602,1472818.396,7570091.107
603,1477307.698,7588270.559
604,1482806.982,7588060.22
605,1486299.166,7588430.017
606,1488858.901,7588207.615
607,1491365.915,7588097.159
608,1477329.694,7586044.784
609,1482392.985,7585911.072
610,1486241.967,7585831.99
611,1488868.93,7585789.467
612,1491654.583,7585907.512
613,1478243.481,7583231.055
614,1482331.239,7583032.039
615,1486243.497,7583118.222
616,1488928.327,7583105.06
617,1491511.836,7583047.757
618,1482377.358,7580783.872
619,1486272.93,7580593.283
620,1488885.708,7580492.619
621,1491571.049,7580392.378
622,1494164.452,7588015.754
623,1496732.261,7585796.36
624,1494157.858,7585796.787
625,1494156.752,7583203.661
626,1496603.163,7583248.337
627,1494077.486,7580505.045
628,1496458.862,7580756.5
629,1506631.254,7580762.844
630,1498779.205,7582731.173
631,1498463.794,7579779.239
632,1500697.137,7575101.827
633,1505025.987,7574883.027
634,1509725.652,7573686.507
635,1508529.55,7587536.466
636,1513771.391,7584336.264
637,1520366.857,7580579.18
638,1523259.266,7578779.865
639,1525686.695,7581193.217
640,1528505.115,7581403.412
641,1528829.861,7576960.839
642,1526505.249,7576507.363
643,1488799.894,7577821.881
644,1491965.608,7577942.153
645,1494331.503,7577672.773
646,1496918.498,7575759.023
647,1498216.474,7577187.955
648,1488719.088,7574905.242
649,1491643.329,7575041.779
650,1493484.229,7575351.453
651,1491897.965,7572749.264
652,1494993.988,7573078.389
653,1496575.784,7572645.29
654,1498887.166,7572547.305
655,1502939.852,7572412.291
656,1488852.013,7569918.052
657,1492103.218,7570193.249
658,1498389.725,7570066.17
659,1499915.577,7570144.084
660,1502005.367,7568656.332
661,1504300.761,7568486.021
662,1504982.859,7570269.092
663,1495047.463,7567438.541
664,1500122.119,7567397.944
665,1494017.841,7563337.826
666,1497905.906,7564713.048
667,1478471.812,7572436.795
668,1482291.385,7572716.152
669,1487293.705,7572561.011
670,1476666.727,7568454.385
671,1482362.982,7569943.503
672,1486209.125,7570017.341
673,1472493.926,7567459.579
674,1482692.788,7567837.214
675,1488430.308,7567463.024
676,1472445.002,7563013.604
677,1477141.955,7563474.64
678,1480779.767,7562849.486
679,1483218.323,7564554.277
680,1487343.518,7564673.799
681,1491375.466,7563351.803
682,1487249.97,7562168.823
683,1476735.223,7559414.499
684,1481935.318,7557903.697
685,1485602.315,7559372.413
686,1488711.638,7558652.214
687,1491508.803,7557989.246
688,1486830.877,7556422.285
689,1489968.932,7553050.137
690,1521567.424,7574409.887
691,1517734.033,7573968.919
692,1524850.426,7573762.471
693,1508378.305,7568907.164
694,1511806.34,7569820.121
695,1514998.632,7568397.886
696,1517582.171,7568350.682
697,1520727.731,7568740.046
698,1524626.061,7567824.122
699,1528402.374,7565529.387
700,1507599.601,7566805.135
701,1511778.919,7567223.575
702,1502940.725,7563263.965
703,1505014.277,7564367.538
704,1508006.994,7564506.573
705,1511639.941,7563500.52
706,1514956.459,7563838.376
707,1522809.731,7564659.07
708,1497816.385,7562076.785
709,1501936.938,7561874.538
710,1506875.047,7561133.498
711,1508902.238,7561856.383
712,1515388.318,7561841.931
713,1518249.538,7562084.354
714,1523215.467,7561864.09
715,1528713.975,7557508.44
716,1494014.714,7559408.838
717,1498097.037,7559564.153
718,1502037.693,7559252.524
719,1504401.434,7559735.793
720,1508719.609,7558300.501
721,1511346.22,7559297.346
722,1513263.689,7557522.983
723,1515391.876,7557876.83
724,1519809.344,7558542.786
725,1494213.895,7556797.271
726,1496610.322,7556742.441
727,1499246.123,7556728.399
728,1503131.881,7556820.166
729,1507278.36,7557231.836
730,1523220.404,7555067.019
731,1495285.945,7554223.668
732,1499290.011,7553170.605
733,1501862.134,7553379.375
734,1504514.615,7553319.459
735,1507053.929,7552408.744
736,1508509.197,7553884.493
737,1511277.021,7554307.742
738,1513770.625,7554476.636
739,1515990.269,7553225.935
740,1497630.814,7549537.172
741,1509948.397,7551385.222
742,1511946.299,7552683.619
743,1503761.945,7549633.607
744,1522898.911,7551671.159
745,1528712.515,7552706.288
746,1507287.328,7550670.473
747,1518367.379,7549747.427
748,1524762.259,7549043.034
749,1505748.813,7547550.946
750,1509546.311,7549627.654
751,1513977.094,7548930.666
752,1516975.448,7548055.558
753,1504813.308,7544370.308
754,1508126.158,7544760.636
755,1511863.34,7545557.168
756,1515247.199,7545035.403
757,1517923.67,7545362.894
758,1521535.066,7545784.471
759,1511172.949,7540940.762
760,1520221.487,7541965.989
761,1524243.508,7543330.972
762,1514573.386,7538466.812
763,1517199.779,7539496.415
764,1522376.208,7537777.203
765,1520041.992,7535052.367
766,1519749.307,7532817.138
767,1529103.098,7545969.853
768,1526113.064,7545935.969
769,1525583.701,7541035.609
770,1529711.94,7541275.771
771,1525496.202,7536347.925
772,1528743.86,7537226.857
773,1531255.782,7535941.711
774,1528286.489,7534608.17
775,1524689.84,7530540.082
776,1527083.501,7532080.327
777,1529694.348,7531839.54
778,1521858.2,7529246.734
779,1533155.904,7531498.671
780,1528551.623,7527982.723
781,1531250.173,7528461.263
782,1534035.546,7528123.008
783,1522881.456,7518700.174
784,1522134.005,7524170.644
785,1526081.733,7523192.579
786,1528733.692,7524476.401
787,1532720.434,7525118.596
788,1535449.901,7525360.975
789,1533384.271,7522161.829
790,1536025.706,7522301.937
791,1527692.175,7518493.025
792,1530589.275,7519975.696
793,1533911.285,7518462.474
794,1530227.232,7510799.905
795,1533769.095,7513567.772
796,1536351.125,7513760.036
797,1533258.66,7509908.361
798,1534605.677,7509686.438
799,1537090.818,7509041.154
800,1528349.921,7505701.5
801,1531235.023,7505865.717
802,1532953.45,7505951.473
803,1534809.364,7506267.513
804,1536590.745,7505854.458
805,1538759.296,7503769.701
806,1531203.561,7503909.055
807,1533051.858,7503139.165
808,1534753.069,7502965.249
809,1536561.884,7502913.398
810,1533067.808,7500395.311
811,1534761.191,7500437.975
812,1536468.085,7500415.069
813,1525130.877,7501612.805
814,1527801.143,7500735.579
815,1530547.964,7500804.07
816,1520693.826,7496453.61
817,1524852.076,7496504.065
818,1527826.32,7496971.026
819,1530362.982,7497054.7
820,1522417.747,7493641.23
821,1525234.123,7492892.589
822,1527895.987,7492891.653
823,1530039.21,7492900.827
824,1531351.836,7492944.558
825,1532856.047,7497298.944
826,1534649.375,7497086.172
827,1536415.99,7496952.015
828,1538894.864,7496815.425
829,1543289.313,7496328.897
830,1532881.292,7492953.442
831,1534489.519,7492962.782
832,1536373.445,7492973.719
833,1538654.773,7492941.009
834,1540503.171,7492853.268
835,1543290.513,7492160.474
836,1532789.79,7489493.471
837,1534220.189,7489603.524
838,1536050.033,7489883.285
839,1539104.826,7490045.427
840,1535119.115,7487409.669
841,1537890.917,7487694.891
842,1542697.253,7488622.087
843,1546328.385,7486749.294
844,1533093.021,7484351.51
845,1532831.847,7486662.684
846,1534697.32,7484870.089
847,1536824.332,7484489.921
848,1540528.942,7484861.484
849,1541305.597,7486923.683
850,1534108.321,7481732.19
851,1536494.251,7481769.003
852,1538961.094,7482003.211
853,1543812.357,7481404.423
854,1530289.57,7480308.547
855,1531442.395,7482231.98
856,1532496.476,7479520.503
857,1535696.066,7478478.918
858,1540205.898,7474490.959
859,1515274.791,7485768.138
860,1520479.096,7489359.564
861,1522070.126,7491922.632
862,1524111.865,7489462.744
863,1527995.662,7489294.951
864,1530018.283,7489723.54
865,1531336.494,7489370.155
866,1520052.991,7485310.175
867,1522272.077,7485250.869
868,1524712.744,7485468.549
869,1527164.457,7486069.42
870,1528421.376,7485164.794
871,1529765.257,7486384.087
872,1531182.156,7485485.654
873,1532289.309,7486940.302
874,1519585.206,7482218.948
875,1515083.29,7480321.948
876,1519680.628,7478789.661
877,1522861.366,7480990.771
878,1525278.584,7481355.796
879,1527529.209,7481762.243
880,1528836.025,7481501.619
881,1522547.246,7477434.381
882,1524879.286,7477703.931
883,1526845.798,7477616.883
884,1528392.434,7476923.479
885,1529649.007,7478893.565
886,1530695.545,7476523.29
887,1533155.359,7476268.419
888,1517042.56,7475269.012
889,1519301.567,7474229.77
890,1522549.267,7474260.565
891,1526123.856,7474767.072
892,1530025.247,7473821.474
893,1522004.105,7471490.566
894,1526748.913,7471688.772
895,1530193.968,7470195.687
896,1534613.999,7470936.812
897,1518222.586,7470309.125
898,1451240.971,7576061.164
899,1482768.297,7535083.266
900,1442041.828,7528633.05
901,1521420.57,7508615.156
902,1515477.548,7495477.965
903,1537113.33,7562061.02
904,1546073.473,7526712.749
905,1558846.496,7493710.704
906,1502091.634,7485915.789
907,1467079.925,7440372.504
908,1448848.863,7437017.054
909,1447634.268,7432572.88
910,1451813.251,7431809.621
911,1458553.417,7430821.698
912,1448502.167,7423316.568
913,1448565.232,7428259.393
914,1464410.562,7427052.112
915,1453868.713,7427696.305
916,1459109.269,7415958.093
917,1469846.057,7421291.205
918,1453987.778,7408938.003
919,1459303.06,7400682.305
920,1467081.333,7402883.607
921,1474870.906,7398616.432
922,1456877.827,7392762.374
923,1470796.502,7389269.158
924,1461322.7,7365319.733
925,1472892.134,7379875.625
926,1473462.281,7374961.813
927,1479956.346,7372905.693
928,1474123.572,7369518.847
929,1480054.478,7367311.986
930,1477375.316,7363455.77
931,1481918.748,7361959.925
932,1478476.25,7357959.29
933,1486868.697,7359339.317
934,1477918.432,7350539.297
935,1467833.871,7341384.267
936,1483157.565,7345154.554
937,1501402.216,7332923.176
938,1479967.381,7338933.709
939,1513514.606,7471260.737
940,1505365.268,7468984.807
941,1517656.585,7465060.354
942,1474793.44,7463282.944
943,1483104.79,7463623.546
944,1520213.479,7465027.537
945,1522471.27,7465644.545
946,1526737.732,7463995.41
947,1506680.351,7462388.916
948,1513866.688,7463494.049
949,1524047.274,7462712.918
950,1490951.582,7459209.003
951,1517489.552,7460466.031
952,1519234.25,7460702.617
953,1522000.904,7460728.51
954,1470453.031,7455128.124
955,1475789.741,7455752.143
956,1481625.14,7457339.711
957,1486909.95,7457206.406
958,1496967.373,7456982.695
959,1514420.728,7457651.892
960,1517278.142,7456739.643
961,1521121.089,7458501.432
962,1523622.395,7458440.445
963,1526765.543,7457497.005
964,1533240.014,7456761.939
965,1507662.566,7453762.807
966,1519140.017,7456011.974
967,1520540.095,7455682.037
968,1521994.407,7455621.543
969,1523781.991,7456386.782
970,1525715.29,7454896.848
971,1531060.534,7454548.312
972,1529368.125,7455250.714
973,1536354.688,7451081.451
974,1538742.297,7455234.77
975,1481591.514,7451828.54
976,1487709.889,7452694.988
977,1493144.893,7452283.576
978,1497748.913,7452395.68
979,1514022.083,7452821.662
980,1517361.224,7454298.264
981,1521301.232,7452903.248
982,1523774.747,7454804.775
983,1544248.53,7453662.897
984,1517359.885,7451698.86
985,1520171.387,7451344.282
986,1523617.015,7450871.933
987,1523851.43,7452605.425
988,1525573.274,7450847.158
989,1525870.319,7452827.972
990,1527424.304,7450857.875
991,1527468.583,7452847.073
992,1528546.985,7450821.706
993,1528479.755,7452797.131
994,1529310.836,7452673.941
995,1531185.331,7450899.333
996,1530120.573,7452836.168
997,1531719.391,7452760.086
