parcel_id,building_type_id,year_built,building_sqft,residential_units,job_spaces,county_id,DEVTYPE,note,unit_price_non_residential,res_price_per_sqft,residential_price,non_residential_price,stories,non_residential_sqft
21379,1,2024,4062,2,0,57,develop,assessor or aerials,0,0,0,0,1,0
21380,1,2024,2206,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
21421,5,2026,2460,0,0,57,develop,assessor or aerials,0,0,0,0,1,2460
21497,2,2025,20220,11,0,57,develop,assessor or aerials,0,0,0,0,1,0
21498,2,2025,16380,7,0,57,develop,assessor or aerials,0,0,0,0,1,0
21512,1,2024,3867,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
21609,1,2025,2665,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
21870,1,2024,7456,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
21896,1,2025,1500,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
21919,1,2024,2892,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
21926,1,2024,3028,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
21937,1,2024,1444,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
21988,1,2024,5040,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
22037,2,2026,48,36,0,57,develop,assessor or aerials,0,0,0,0,1,0
22296,1,2024,2391,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
22743,1,2024,2607,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
22905,2,2024,63413,30,0,57,develop,assessor or aerials,0,0,0,0,1,0
23045,1,2024,1658,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
23149,1,2024,1296,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
23196,1,2024,2288,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
23381,1,2027,8243,0,0,57,develop,assessor or aerials,0,0,0,0,1,0
23383,1,2027,19564,7,0,57,develop,assessor or aerials,0,0,0,0,1,0
23472,1,2024,2933,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
23662,1,2027,9243,16,0,57,develop,assessor or aerials,0,0,0,0,1,0
23744,1,2028,331646,144,0,57,develop,assessor or aerials,0,0,0,0,1,0
24076,1,2024,2098,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
24129,1,2024,4425,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
24131,1,2024,2773,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
24152,1,2024,3342,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
24178,1,2024,4428,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
24196,1,2024,1785,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
24539,1,2024,1824,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
24622,1,2024,1554,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
24813,4,2025,5151,0,0,57,develop,assessor or aerials,0,0,0,0,1,5151
24861,1,2025,9865,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
25224,1,2024,3637,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
32045,6,2025,132190,0,0,35,develop,assessor or aerials,0,0,0,0,1,132190
38667,3,2025,321600,0,0,35,develop,assessor or aerials,0,0,0,0,1,321600
43865,3,2025,1135901,0,0,35,develop,assessor or aerials,0,0,0,0,1,1135901
50634,2,2025,20653,24,0,35,develop,assessor or aerials,0,0,0,0,1,0
56548,2,2025,6570,3,0,35,develop,assessor or aerials,0,0,0,0,1,0
58505,5,2025,56144,0,0,35,develop,assessor or aerials,0,0,0,0,1,56144
59090,4,2025,6509,0,0,35,develop,assessor or aerials,0,0,0,0,1,6509
59091,4,2025,5400,0,0,35,develop,assessor or aerials,0,0,0,0,1,5400
59092,4,2025,7000,0,0,35,develop,assessor or aerials,0,0,0,0,1,7000
59104,4,2025,7533,0,0,35,develop,assessor or aerials,0,0,0,0,1,7533
59105,4,2025,22524,0,0,35,develop,assessor or aerials,0,0,0,0,1,22524
59291,1,2024,2128,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
59619,2,2024,101991,139,0,35,develop,assessor or aerials,0,0,0,0,1,0
60122,6,2025,74412,0,0,11,develop,assessor or aerials,0,0,0,0,1,74412
60123,1,2027,36082,18,0,11,develop,assessor or aerials,0,0,0,0,1,0
60316,1,2025,34267,27,0,11,develop,assessor or aerials,0,0,0,0,1,0
61112,4,2025,70000,0,0,11,develop,assessor or aerials,0,0,0,0,1,70000
61650,1,2024,36304,19,0,57,develop,assessor or aerials,0,0,0,0,1,0
61651,1,2028,35196,25,0,57,develop,assessor or aerials,0,0,0,0,1,0
61652,1,2027,160,27,0,57,develop,assessor or aerials,0,0,0,0,1,0
61689,1,2024,1890,0,0,57,develop,assessor or aerials,0,0,0,0,1,0
61691,1,2024,2551,0,0,57,develop,assessor or aerials,0,0,0,0,1,0
61693,6,2024,300000,0,0,57,develop,assessor or aerials,0,0,0,0,1,300000
62240,2,2025,69048,69,0,57,develop,assessor or aerials,0,0,0,0,1,0
63323,1,2024,22088,9,0,57,develop,assessor or aerials,0,0,0,0,1,0
63324,1,2025,15184,11,0,57,develop,assessor or aerials,0,0,0,0,1,0
63325,1,2024,15968,12,0,57,develop,assessor or aerials,0,0,0,0,1,0
63931,1,2027,53739,22,0,57,develop,assessor or aerials,0,0,0,0,1,0
63964,1,2025,49704,6,0,57,develop,assessor or aerials,0,0,0,0,1,0
64015,1,2026,6613,3,0,57,develop,assessor or aerials,0,0,0,0,1,0
64078,1,2025,22794,15,0,57,develop,assessor or aerials,0,0,0,0,1,0
64079,1,2027,47389,16,0,57,develop,assessor or aerials,0,0,0,0,1,0
64080,1,2025,26142,19,0,57,develop,assessor or aerials,0,0,0,0,1,0
64082,1,2028,1838,15,0,57,develop,assessor or aerials,0,0,0,0,1,0
64096,1,2027,43728,16,0,57,develop,assessor or aerials,0,0,0,0,1,0
64097,1,2027,43728,16,0,57,develop,assessor or aerials,0,0,0,0,1,0
64182,6,2025,15000,0,0,57,develop,assessor or aerials,0,0,0,0,1,15000
64184,1,2027,3320,15,0,57,develop,assessor or aerials,0,0,0,0,1,0
64185,1,2026,52728,15,0,57,develop,assessor or aerials,0,0,0,0,1,0
64457,1,2025,3777,10,0,57,develop,assessor or aerials,0,0,0,0,1,0
64458,1,2025,33712,5,0,57,develop,assessor or aerials,0,0,0,0,1,0
64459,1,2026,33712,8,0,57,develop,assessor or aerials,0,0,0,0,1,0
64460,1,2027,33712,5,0,57,develop,assessor or aerials,0,0,0,0,1,0
64488,1,2024,5111,7,0,57,develop,assessor or aerials,0,0,0,0,1,0
64489,1,2024,7193,9,0,57,develop,assessor or aerials,0,0,0,0,1,0
64490,1,2024,2387,2,0,57,develop,assessor or aerials,0,0,0,0,1,0
64491,1,2025,28841,30,0,57,develop,assessor or aerials,0,0,0,0,1,0
64492,2,2026,27885,32,0,57,develop,assessor or aerials,0,0,0,0,1,0
64495,2,2025,27885,12,0,57,develop,assessor or aerials,0,0,0,0,1,0
67444,4,2025,56658,0,0,35,develop,assessor or aerials,0,0,0,0,1,56658
67876,1,2025,29338,2,0,57,develop,assessor or aerials,0,0,0,0,1,0
68204,1,2025,89726,26,0,35,develop,assessor or aerials,0,0,0,0,1,0
68205,1,2025,89726,27,0,35,develop,assessor or aerials,0,0,0,0,1,0
69058,4,2025,109000,0,0,35,develop,assessor or aerials,0,0,0,0,1,109000
90090,1,2024,4260,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
119454,1,2024,1440,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
148735,2,2025,27200,22,0,35,develop,assessor or aerials,0,0,0,0,1,0
241601,1,2024,1378,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
448622,2,2024,840,14,0,35,develop,assessor or aerials,0,0,0,0,1,0
469732,2,2024,5916,19,0,11,develop,assessor or aerials,0,0,0,0,1,0
469735,2,2024,5928,13,0,11,develop,assessor or aerials,0,0,0,0,1,0
469740,2,2024,10367,8,0,11,develop,assessor or aerials,0,0,0,0,1,0
469755,1,2024,14489,1,0,35,develop,assessor or aerials,0,0,0,0,1,0
469758,1,2024,11234,1,0,35,develop,assessor or aerials,0,0,0,0,1,0
469864,2,2024,159362,180,0,57,develop,assessor or aerials,0,0,0,0,1,0
470883,1,2024,3419,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471117,1,2024,1537,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471118,1,2024,1898,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471120,1,2024,2238,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471121,1,2024,2325,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471126,1,2024,2206,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471129,1,2024,2206,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471130,1,2024,2260,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471131,1,2024,2260,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471132,1,2024,2206,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471133,1,2024,2334,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471134,1,2024,2210,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471135,1,2024,1626,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471136,1,2024,2260,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471137,1,2024,1626,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471138,1,2024,1940,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471139,1,2024,2206,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471140,1,2024,2566,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471141,1,2024,2260,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471142,1,2024,1626,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471143,1,2024,2210,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471144,1,2024,2232,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471146,1,2024,2232,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471147,1,2024,1537,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471148,1,2024,2253,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471149,1,2024,1537,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471189,1,2024,1876,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471190,1,2024,1867,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471192,1,2024,2205,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471193,1,2024,1696,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471195,1,2024,2558,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471196,1,2024,2798,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471197,1,2024,1916,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471199,1,2024,1896,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471201,1,2024,2611,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471202,1,2024,2082,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471203,1,2024,3767,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471204,1,2024,2910,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471205,1,2024,1657,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471206,1,2024,1727,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471207,1,2024,2894,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471209,1,2024,3188,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471211,1,2024,3442,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471212,1,2024,3546,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471215,1,2024,2108,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471217,1,2024,3398,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471218,1,2024,2669,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471219,1,2024,2963,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471226,1,2024,2910,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471266,1,2024,3652,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471267,1,2024,1903,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471268,1,2024,3004,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471269,1,2024,2322,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471271,1,2024,3214,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471308,1,2024,1727,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471313,1,2024,2896,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471314,1,2024,2935,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471318,1,2024,1681,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471320,1,2024,3388,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471321,1,2024,5795,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471322,1,2024,1525,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471323,1,2024,4010,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471324,1,2024,1738,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471326,1,2024,2820,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471328,1,2024,1573,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471329,1,2024,1607,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471330,1,2024,1828,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471331,1,2024,1733,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471333,1,2024,1776,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471334,1,2024,3634,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471335,1,2024,2214,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471344,1,2024,2037,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471345,1,2024,2015,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471353,1,2024,1609,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471354,1,2024,3027,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471360,1,2024,400,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471389,1,2024,2240,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471467,1,2024,4277,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471503,1,2024,2219,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471504,1,2024,3123,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471505,1,2024,2595,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471510,1,2024,1702,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471512,1,2024,2558,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471513,1,2024,1730,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471516,1,2024,1614,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471560,1,2024,2858,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471561,1,2024,1813,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471564,1,2024,1790,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471566,1,2024,2548,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471567,1,2024,2889,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471630,1,2024,1550,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471632,1,2024,1993,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471634,1,2024,1685,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471635,1,2024,1668,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471636,1,2024,3527,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471638,1,2024,1542,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471639,1,2024,1562,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471640,1,2024,2644,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471642,1,2024,1956,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471643,1,2024,1582,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471644,1,2024,1504,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471645,1,2024,2237,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471646,1,2024,4217,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471648,1,2024,2036,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471649,1,2024,2271,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471650,1,2024,1358,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471651,1,2024,1492,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471682,1,2024,1712,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471717,1,2024,2997,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471760,1,2024,2084,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471761,1,2024,3310,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471762,1,2024,2363,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471763,1,2024,2000,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471764,1,2024,3478,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471765,1,2024,2339,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471766,1,2024,1991,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471767,1,2024,2084,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471768,1,2024,3310,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471769,1,2024,3244,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471770,1,2024,2311,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471772,1,2024,2432,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471773,1,2024,2704,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471774,1,2024,1710,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471776,1,2024,2393,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471777,1,2024,3244,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471778,1,2024,1953,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471779,1,2024,2393,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471780,1,2024,2363,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471781,1,2024,2030,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471782,1,2024,1730,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471794,1,2024,1650,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471797,1,2024,2008,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471798,1,2024,1704,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471799,1,2024,1912,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471800,1,2024,1707,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471803,1,2024,1260,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471872,1,2024,1689,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471873,1,2024,2724,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471874,1,2024,2481,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471875,1,2024,2365,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471877,1,2024,1746,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471879,1,2024,2916,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471880,1,2024,3070,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471881,1,2024,1808,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471882,1,2024,2251,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471915,1,2024,2280,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471916,1,2024,2605,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471917,1,2024,2280,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471918,1,2024,2284,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471919,1,2024,2614,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471920,1,2024,2424,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471921,1,2024,2284,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471922,1,2024,2284,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471923,1,2024,2607,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471924,1,2024,2614,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471927,1,2024,2889,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471928,1,2024,2263,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471949,1,2024,1829,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471950,1,2024,1494,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471951,1,2024,1566,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471952,1,2024,1532,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471953,1,2024,1566,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471955,1,2024,1994,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471959,1,2024,1745,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471960,1,2024,1420,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471961,1,2024,1946,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471962,1,2024,1840,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471963,1,2024,1767,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471964,1,2024,1755,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471965,1,2024,1834,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471966,1,2024,2039,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471967,1,2024,1420,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471968,1,2024,1834,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471969,1,2024,1545,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471970,1,2024,1778,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471971,1,2024,1420,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471972,1,2024,2088,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471991,1,2024,2098,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
471996,1,2024,2332,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
472001,1,2024,1821,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
472002,1,2024,1821,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
472003,1,2024,1880,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
472004,1,2024,1872,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
472005,1,2024,2314,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
472006,1,2024,2314,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
472007,1,2024,2314,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
472008,1,2024,2314,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
472009,1,2024,2314,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
472011,1,2024,3543,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
472012,1,2024,1640,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
472013,1,2024,2295,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
472014,1,2024,1906,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
472018,1,2024,2224,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
472022,1,2024,2224,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
472023,1,2024,1683,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
472025,1,2024,2204,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
472026,1,2024,2106,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
472027,1,2024,1502,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
472030,1,2024,2292,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
472033,1,2024,2832,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
472037,1,2024,1840,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
472046,1,2024,1900,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
472047,1,2024,2830,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
472048,1,2024,2594,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
472049,1,2024,2594,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
472050,1,2024,2085,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
472051,1,2024,2001,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
472052,1,2024,2286,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
472056,1,2024,2500,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
472057,1,2024,2504,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
472058,1,2024,2314,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
472059,1,2024,2001,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
472060,1,2024,2522,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
472061,1,2024,2935,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
472063,1,2024,1468,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
472066,1,2024,2039,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
472067,1,2024,2176,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
472068,1,2024,1829,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
472069,1,2024,1543,1,0,57,develop,assessor or aerials,0,0,0,0,1,0
