parcel_id,building_type_id,year_built,building_sqft,residential_units,job_spaces,county_id,DEVTYPE,note,unit_price_non_residential,res_price_per_sqft,residential_price,non_residential_price,stories,non_residential_sqft
683352,1,2025,9371,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683353,1,2025,2103,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683357,1,2025,2114,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683363,1,2024,1364,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683374,2,2024,6841,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683377,1,2024,2385,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683382,2,2025,2318,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683383,1,2025,1266,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683385,1,2025,1030,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683393,1,2025,1030,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683395,1,2026,3375,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683399,2,2024,1608,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683408,1,2024,2468,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683409,1,2024,1710,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683411,1,2024,1419,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683417,1,2024,3127,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683421,1,2024,1148,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683428,1,2024,4259,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683430,2,2024,105440,84,0,49,develop,assessor or aerials,0,0,0,0,1,0
683434,1,2025,8253,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683446,1,2024,6507,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683450,1,2024,1318,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683455,1,2024,1002,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683462,1,2024,2082,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683467,1,2024,2338,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683473,2,2024,1036,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683483,1,2025,7877,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683486,1,2025,1196,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683489,1,2025,8205,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683509,1,2024,3586,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683511,1,2024,3366,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683512,1,2025,5013,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683514,1,2025,1030,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683515,1,2024,3430,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683516,1,2025,1950,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683517,1,2024,2957,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683518,1,2025,2149,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683519,2,2025,1619,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683521,1,2025,5572,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683525,1,2025,3844,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683528,2,2025,995,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683530,1,2025,5787,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683531,2,2025,1295,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683534,2,2024,1608,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683546,1,2024,3516,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683548,1,2025,1886,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683549,1,2025,12207,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683550,1,2025,1048,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683555,1,2024,2895,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683558,1,2024,3379,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683567,1,2025,2377,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683569,1,2024,1712,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683577,1,2024,1030,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683583,1,2025,2511,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683588,1,2025,1011,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683590,1,2024,2147,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683593,1,2024,1622,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683604,1,2025,305,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683605,1,2024,3415,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683613,1,2024,305,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683618,2,2025,4948,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683619,1,2025,14152,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683628,2,2025,995,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683629,1,2024,28497,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683633,1,2024,2558,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683637,2,2024,1848,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683640,2,2024,1318,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683644,2,2024,1302,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683646,1,2025,2662,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683649,1,2024,1712,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683654,1,2024,1712,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683655,2,2024,1608,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683665,1,2025,4420,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683667,1,2025,1002,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683671,1,2025,2374,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683672,2,2025,2086,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683673,1,2024,7198,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683674,2,2024,1318,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683679,1,2024,2109,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683681,2,2024,2193,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683690,3,2024,53356,0,0,49,develop,assessor or aerials,0,0,0,0,1,53356
683699,1,2024,2340,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683702,1,2025,1159,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683703,2,2024,1302,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683704,1,2024,5000,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683711,1,2024,1148,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683712,1,2026,3178,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683714,1,2025,1774,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683733,2,2026,3261,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683742,2,2024,1405,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683744,1,2024,3311,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683747,1,2025,715,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683754,2,2024,1452,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683757,1,2025,3389,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683761,1,2025,1296,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683763,1,2024,2558,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683768,1,2025,5807,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683773,1,2024,1710,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683774,2,2025,4858,3,0,49,develop,assessor or aerials,0,0,0,0,1,0
683780,1,2025,24487,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683792,1,2024,2275,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683793,1,2025,3434,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683795,1,2024,1932,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683796,1,2025,820,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683800,1,2025,5490,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683809,1,2024,1717,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683816,1,2025,2793,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683821,1,2024,3660,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683825,1,2025,3001,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683833,1,2025,5376,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683841,2,2024,2268,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683854,1,2024,2293,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683856,1,2025,8181,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683859,1,2024,1148,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683873,1,2024,1710,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683875,1,2024,1849,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683878,2,2025,1294,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683882,1,2024,1148,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683891,1,2025,2167,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683896,1,2025,4367,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683902,1,2024,820,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683904,1,2024,7015,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683914,1,2024,2275,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683915,1,2025,820,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683924,1,2024,6474,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683927,1,2024,1122,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683928,1,2024,5473,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683930,1,2025,1485,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683934,1,2025,2463,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683935,1,2024,2040,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683939,1,2025,16321,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683942,1,2025,1772,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683943,1,2025,5901,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683949,1,2025,2934,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683951,1,2024,2837,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683958,2,2024,1878,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683959,2,2025,1593,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683960,1,2024,820,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683964,1,2025,305,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683965,1,2025,7472,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683971,2,2025,1302,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683973,2,2026,1100,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683976,1,2025,2151,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683978,1,2024,1712,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683981,1,2025,4188,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683982,1,2024,3101,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683984,2,2025,2209,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683989,1,2024,1887,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683991,8,2024,11728,0,0,49,develop,assessor or aerials,0,0,0,0,1,11728
683992,2,2025,2233,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
683997,1,2026,1002,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684000,2,2026,1100,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684002,2,2024,1405,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684003,1,2025,3038,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684005,1,2025,1842,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684010,1,2025,1354,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684012,1,2024,3521,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684014,1,2025,12237,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684023,1,2024,1712,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684027,1,2024,3246,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684030,1,2025,1078,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684031,1,2024,2423,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684035,2,2024,2433,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684041,1,2024,3425,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684047,2,2024,1553,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684048,1,2025,3091,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684050,1,2025,1283,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684060,1,2024,820,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684063,2,2025,5665,3,0,49,develop,assessor or aerials,0,0,0,0,1,0
684064,2,2024,1405,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684067,2,2024,6653,8,0,49,develop,assessor or aerials,0,0,0,0,1,0
684069,1,2025,1958,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684074,1,2024,1630,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684077,2,2024,1553,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684088,1,2025,9504,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684089,1,2024,4652,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684090,1,2025,6122,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684092,1,2025,1842,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684093,2,2025,2176,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684095,2,2024,4355,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684098,1,2024,1148,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684099,1,2024,2180,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684104,1,2025,700,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684105,1,2024,2955,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684106,1,2025,2667,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684109,1,2024,28900,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684112,2,2024,1348,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684116,1,2024,2998,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684119,1,2025,4756,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684122,2,2026,2209,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684123,2,2024,1608,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684128,2,2024,1405,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684133,2,2024,1084,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684136,1,2024,3425,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684138,1,2024,2384,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684140,2,2025,1015,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684142,2,2024,1553,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684143,1,2024,2789,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684144,1,2025,2305,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684146,1,2024,1333,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684160,1,2025,7947,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684170,1,2025,3783,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684175,8,2024,4354,0,0,49,develop,assessor or aerials,0,0,0,0,1,4354
684177,1,2025,3268,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684178,2,2024,1511,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684179,1,2024,3821,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684180,1,2024,2506,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684181,2,2025,813,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684184,2,2024,1084,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684185,2,2025,1084,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684186,2,2025,2664,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684194,1,2024,6297,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684209,1,2024,8456,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684211,1,2024,1260,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684213,5,2026,1053,0,0,49,develop,assessor or aerials,0,0,0,0,1,1053
684219,2,2025,1561,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684221,2,2025,3161,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684223,2,2024,1452,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684229,1,2025,4497,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684236,2,2024,1511,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684241,1,2024,2416,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684243,1,2024,1443,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684245,2,2024,1442,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684246,1,2024,2811,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684247,1,2025,1735,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684252,1,2024,4922,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684255,1,2024,1502,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684259,1,2025,3888,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684260,2,2025,357,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684265,2,2024,3161,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684272,1,2025,4221,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684278,1,2024,1331,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684279,1,2024,1766,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684280,1,2024,5259,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684286,1,2024,2439,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684287,2,2024,2159,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684291,4,2024,1041,0,0,49,develop,assessor or aerials,0,0,0,0,1,1041
684293,1,2024,2878,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684296,1,2024,4090,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684298,2,2024,44309,42,0,49,develop,assessor or aerials,0,0,0,0,1,0
684304,1,2025,4958,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684311,1,2024,1296,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684316,1,2025,2661,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684320,1,2025,4252,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684321,1,2024,3830,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684324,1,2025,3741,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684325,1,2024,2276,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684343,2,2024,1888,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684345,2,2024,1956,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684350,1,2024,2007,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684354,1,2025,10028,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684359,1,2025,1612,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684365,1,2024,2340,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684373,1,2025,2636,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684376,2,2024,1084,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684379,2,2025,1021,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684382,2,2025,952,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684383,1,2025,106,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684384,2,2024,2225,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684385,1,2024,1260,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684390,1,2025,526,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684393,1,2025,3265,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684395,1,2025,3267,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684400,1,2025,526,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684406,1,2024,785,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684414,3,2025,17368,0,0,49,develop,assessor or aerials,0,0,0,0,1,17368
684417,1,2024,1443,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684419,1,2024,4346,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684439,2,2024,2207,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684440,1,2025,5621,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684443,1,2025,4628,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684448,1,2025,526,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684455,2,2024,1561,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684467,2,2025,1084,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684470,2,2024,1062,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684473,1,2024,4570,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684476,1,2025,3265,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684477,1,2025,3538,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684480,1,2024,1260,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684481,1,2024,6719,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684482,1,2024,1260,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684489,1,2024,2617,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684492,2,2025,1561,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684493,2,2024,1062,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684498,1,2025,3334,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684513,1,2025,1481,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684514,1,2025,3935,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684516,2,2024,1443,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684527,1,2025,9064,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684544,1,2025,4157,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684557,2,2025,813,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684560,1,2025,99,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684562,1,2025,4637,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684563,1,2024,2298,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684566,4,2024,1994,0,0,49,develop,assessor or aerials,0,0,0,0,1,1994
684567,2,2025,333,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684570,2,2024,1792,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684573,2,2025,903,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684583,1,2024,1746,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684587,1,2024,2451,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684594,1,2024,4264,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684614,1,2025,2730,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684618,1,2025,3268,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684626,1,2025,526,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684636,1,2024,6369,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684639,2,2025,1092,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684641,1,2024,3843,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684647,2,2025,813,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684648,1,2024,1260,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684650,1,2024,2137,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684656,2,2024,2207,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684657,1,2024,1457,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684659,1,2025,4345,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684668,1,2026,11896,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684671,2,2025,2058,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684675,1,2025,3237,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684677,1,2025,4089,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684681,1,2025,110,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684683,1,2024,1260,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684685,1,2025,2588,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684690,1,2024,1260,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684692,1,2025,3183,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684693,1,2024,3399,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684695,1,2024,8950,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684699,1,2025,3928,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684712,1,2025,3975,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684713,2,2024,1561,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684719,1,2024,2612,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684721,2,2024,1442,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684726,1,2024,1260,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684729,1,2024,1260,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684730,2,2024,2121,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684732,1,2025,2439,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684733,1,2024,3544,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684739,1,2024,9659,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684741,1,2024,1260,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684742,1,2024,4301,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684743,1,2024,3137,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684744,2,2025,1561,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684750,1,2024,18908,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684772,1,2024,3041,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684773,1,2025,106,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684778,1,2025,2867,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684789,2,2025,1084,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684791,1,2025,4273,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684795,1,2024,3510,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684796,1,2024,3450,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
684800,1,2025,4157,1,0,49,develop,assessor or aerials,0,0,0,0,1,0
