N,URBANSIMX,URBANSIMY
4402,1475330.59909000000,7430845.45797
4403,1477316.30096000000,7430820.90402
4404,1524809.58635000000,7423772.87557
4405,1484302.29138000000,7427396.98891
4406,1524794.89937000000,7424857.02665
4407,1524740.01807000000,7432651.48798
4408,1484295.02224000000,7430589.06248
4409,1532795.20555000000,7431326.13341
4410,1532810.69419000000,7432622.62662
4411,1484294.05256000000,7431320.92813
4412,1528003.28653000000,7423912.88226
4413,1528682.85834000000,7423930.97573
4414,1529125.89573000000,7423936.81496
4415,1529562.29367000000,7423955.74376
4416,1529577.19727000000,7425353.96651
4417,1529614.36450000000,7428580.40352
4418,1507123.73289000000,7423888.41319
4419,1529623.90799000000,7432610.78609
4420,1534296.80144000000,7424774.02773
4421,1484310.76003000000,7435223.25158
4422,1528807.05450000000,7433682.57326
4423,1531197.10594000000,7428564.49413
4424,1531202.92559000000,7429450.02406
4425,1531210.64671000000,7431779.75058
4426,1531202.39902000000,7432639.59547
4427,1531955.25494000000,7423890.78447
4428,1531954.38974000000,7424609.54066
4429,1531970.92994000000,7428567.75249
4430,1531974.68687000000,7431327.96006
4431,1532765.82872000000,7423905.30710
4432,1532772.84036000000,7424965.43888
4433,1503581.20094000000,7428078.66368
4434,1532778.33821000000,7428562.56687
4435,1492161.21640000000,7388540.18282
4436,1532790.30495000000,7430469.49470
4437,1532795.22045000000,7430755.05982
4438,1528612.10245000000,7482873.22785
4439,1534325.32249000000,7427225.86353
4440,1492194.66505000000,7386024.10134
4441,1520784.63013000000,7472958.64194
4442,1534295.90582000000,7423903.46267
4443,1534383.72318000000,7432461.04248
4444,1507033.96097000000,7421820.25709
4445,1534340.60724000000,7428558.45499
4446,1491235.23225000000,7385992.29108
4447,1534370.64340000000,7431315.53586
4448,1520506.99355000000,7472727.28135
4449,1535102.66091000000,7423899.09464
4450,1489510.57554000000,7386018.36419
4451,1535893.63933000000,7423897.09234
4452,1535904.29496000000,7424894.88852
4453,1535942.26071000000,7428554.56852
4454,1535972.31912000000,7431308.36989
4455,1518676.70187000000,7472532.85276
4456,1537439.49614000000,7423892.87819
4457,1519499.09670000000,7473341.74808
4458,1535939.23114000000,7427373.01994
4459,1516054.52208000000,7422660.10151
4460,1535959.55919000000,7430107.07050
4461,1536733.24220000000,7428552.56778
4462,1537497.96863000000,7428550.41512
4463,1528919.11389000000,7433601.16991
4464,1537506.09211000000,7430555.78692
4465,1537513.47632000000,7430982.49479
4466,1506762.71422000000,7448238.72385
4467,1479002.21600000000,7430991.51971
4468,1487621.73591000000,7386007.45415
4469,1535973.16028000000,7432571.34048
4470,1524965.04549000000,7472001.55475
4471,1539080.52988000000,7423889.21096
4472,1487296.39793000000,7427472.24541
4473,1539099.66727000000,7427303.18927
4474,1538637.95370000000,7428555.78443
4475,1539122.57947000000,7428549.93932
4476,1539135.60828000000,7429705.29234
4477,1485413.08167000000,7386023.75394
4478,1547121.81293000000,7423837.08096
4479,1537466.31310000000,7426072.29834
4480,1537492.87441000000,7427726.59518
4481,1491606.18537000000,7427933.75395
4482,1539926.03845000000,7423881.26592
4483,1528156.61344000000,7439143.02996
4484,1494931.06780000000,7432413.21748
4485,1526508.80776000000,7442901.98436
4486,1540704.54558000000,7428545.93363
4487,1489535.67788000000,7405781.96278
4488,1537540.29276000000,7432023.05695
4489,1539080.18793000000,7425087.14924
4490,1524913.90452000000,7471764.94502
4491,1529008.16190000000,7433526.19766
4492,1542251.03530000000,7423877.94567
4493,1542196.18016000000,7424528.40976
4494,1543163.42913000000,7423879.92080
4495,1542861.89097000000,7424948.12672
4496,1542100.22853000000,7427835.21306
4497,1542424.33538000000,7428546.00264
4498,1541886.07923000000,7428546.18170
4499,1528628.77008000000,7434433.12857
4500,1539138.67126000000,7432019.15082
4501,1541712.79696000000,7429569.18039
4502,1541490.41728000000,7430568.92220
4503,1513435.95770000000,7426553.80009
4504,1542378.26015000000,7431414.24639
4505,1541062.60685000000,7431905.53078
4506,1540754.01377000000,7432745.10604
4507,1478974.09131000000,7425592.42294
4508,1489500.70344000000,7388561.80484
4509,1542424.99614000000,7429570.00454
4510,1484286.11074000000,7425578.70971
4511,1500102.72751000000,7380884.38600
4512,1545585.76930000000,7429542.27474
4513,1542384.39964000000,7430918.69220
4514,1543947.86609000000,7423874.59409
4515,1545152.37127000000,7423874.96868
4516,1545170.62366000000,7425379.54420
4517,1545151.73724000000,7427403.15981
4518,1543655.13703000000,7428539.96908
4519,1489227.13366000000,7379391.62045
4520,1547802.61978000000,7429343.62049
4521,1545151.77657000000,7428535.46635
4522,1545585.01157000000,7428534.68082
4523,1502443.87064000000,7382387.84676
4524,1488684.19729000000,7375370.68465
4525,1542386.85694000000,7431630.91133
4526,1545631.25322000000,7432470.13041
4527,1545726.87897000000,7423848.73947
4528,1547797.81543000000,7423854.10186
4529,1549104.08196000000,7423851.77688
4530,1525488.80927000000,7471673.09936
4531,1547789.27018000000,7425394.62760
4532,1547803.69544000000,7427392.18155
4533,1546385.84304000000,7428532.73115
4534,1547800.43069000000,7428529.72127
4535,1524714.49836000000,7429116.60810
4536,1547932.25505000000,7430955.81395
4537,1552480.51184000000,7423834.43373
4538,1548725.89189000000,7432072.11036
4539,1551835.62912000000,7431949.01384
4540,1525152.25295000000,7470282.80871
4541,1550459.55957000000,7423853.01596
4542,1550464.71570000000,7426948.01905
4543,1550393.28739000000,7428522.99455
4544,1550455.29189000000,7428014.63275
4545,1493044.51312000000,7369877.96167
4546,1494772.05869000000,7371046.96630
4547,1553647.77646000000,7430461.74094
4548,1503700.02753000000,7439851.82505
4549,1554407.58523000000,7430895.42549
4550,1536492.17867000000,7414576.35084
4551,1553083.59061000000,7423825.18316
4552,1527552.27868000000,7433294.60761
4553,1519686.38125000000,7422884.57436
4554,1553097.45061000000,7427997.02437
4555,1555773.66154000000,7423806.57680
4556,1490376.68441000000,7378376.75428
4557,1506542.21165000000,7439290.67547
4558,1505242.54250000000,7435241.21987
4559,1554612.59713000000,7430480.42371
4560,1496449.27146000000,7365359.95365
4561,1558412.16446000000,7423820.00103
4562,1558710.85979000000,7423815.15452
4563,1544730.63224000000,7445219.07613
4564,1544843.01995000000,7445649.67866
4565,1496852.86186000000,7365646.42329
4566,1496899.44010000000,7359436.79198
4567,1485224.54030000000,7367513.77636
4568,1554549.50303000000,7430608.06122
4569,1494915.75710000000,7428176.86457
4570,1528568.44605000000,7439759.53051
4571,1476349.19927000000,7417722.82995
4572,1476297.16952000000,7422085.11040
4573,1525568.60881000000,7414648.60331
4574,1484248.42309000000,7417697.42018
4575,1484233.13525000000,7420332.70130
4576,1488308.38546000000,7417655.32519
4577,1489542.47614000000,7417639.50576
4578,1489588.25689000000,7421630.58379
4579,1499726.81226000000,7359459.36210
4580,1499944.23751000000,7354121.10236
4581,1491288.52961000000,7417626.65226
4582,1494859.27298000000,7417624.36759
4583,1494866.71172000000,7420305.74593
4584,1496199.44360000000,7417606.76016
4585,1500163.13187000000,7417579.59671
4586,1500153.92470000000,7420303.55295
4587,1502806.75660000000,7417562.03420
4588,1507466.31890000000,7442153.42318
4589,1508045.97725000000,7438814.63838
4590,1505453.42328000000,7417562.47897
4591,1537374.92646000000,7412629.57403
4592,1510746.43824000000,7417546.98480
4593,1510772.81160000000,7421486.41318
4594,1512365.59676000000,7417548.44167
4595,1513379.74602000000,7417544.45735
4596,1513403.81960000000,7420193.14311
4597,1548038.16238000000,7420872.11253
4598,1516048.06718000000,7417528.47189
4599,1508085.18282000000,7414271.28286
4600,1508100.18033000000,7417548.05032
4601,1518654.05295000000,7417512.57245
4602,1518699.61455000000,7420152.23747
4603,1521323.73350000000,7418400.99558
4604,1517204.88401000000,7337553.63220
4605,1517871.97421000000,7335675.19711
4606,1557605.87320000000,7420035.44551
4607,1526914.56062000000,7419260.32941
4608,1527951.80668000000,7419236.77677
4609,1554763.08965000000,7419847.91527
4610,1492922.83237000000,7417642.68634
4611,1529781.88845000000,7419098.14434
4612,1529564.26974000000,7421149.54286
4613,1531155.71537000000,7419230.01078
4614,1531947.12423000000,7419229.40260
4615,1529202.34455000000,7482171.25289
4616,1532750.06298000000,7419241.48048
4617,1532760.43772000000,7421995.14448
4618,1534253.24720000000,7419237.01986
4619,1493523.46087000000,7417636.32054
4620,1551961.16647000000,7437803.87556
4621,1535871.31811000000,7419229.93784
4622,1528566.38431000000,7431029.30413
4623,1537417.16969000000,7419225.71972
4624,1537432.54723000000,7422251.82726
4625,1528384.12219000000,7401175.28085
4626,1539048.35214000000,7419221.99155
4627,1539061.32104000000,7420958.25357
4628,1527752.74864000000,7400820.47550
4629,1524717.08965000000,7462692.04723
4630,1518831.63636000000,7461108.76646
4631,1484355.00966000000,7438902.57394
4632,1484381.02479000000,7441288.51404
4633,1555375.06522000000,7420017.09646
4634,1493479.80737000000,7422903.56241
4635,1494024.62834000000,7422900.15684
4636,1542215.56487000000,7419210.69936
4637,1542258.43674000000,7421406.08252
4638,1531846.80751000000,7484598.99647
4639,1526583.68361000000,7350928.07994
4640,1546360.00834000000,7410786.64844
4641,1544732.92558000000,7419202.22231
4642,1527610.62755000000,7400993.60042
4643,1546209.86428000000,7419197.59755
4644,1547788.54372000000,7419193.55681
4645,1547776.30732000000,7420749.16986
4646,1547772.36594000000,7422573.95957
4647,1527849.06803000000,7401191.89094
4648,1550421.03295000000,7419187.90196
4649,1550440.97737000000,7421546.72087
4650,1539893.39760000000,7433182.06806
4651,1543091.50638000000,7407298.77045
4652,1553060.70609000000,7419164.43342
4653,1553073.17434000000,7419876.84977
4654,1553084.75184000000,7420955.94534
4655,1556710.91786000000,7419141.24804
4656,1556287.47534000000,7420033.42190
4657,1557740.09371000000,7419122.80021
4658,1492518.03678000000,7383986.17959
4659,1527544.56305000000,7400497.64517
4660,1545204.44845000000,7417111.00598
4661,1528756.74150000000,7399730.08531
4662,1557508.26690000000,7416059.32091
4663,1558314.48973000000,7419116.25591
4664,1495583.56041000000,7385895.32233
4665,1558313.60234000000,7419841.58371
4666,1558379.16263000000,7421568.32010
4667,1527691.04323000000,7400137.47417
4668,1478921.87559000000,7417702.61523
4669,1537823.27441000000,7411876.14116
4670,1492141.66488000000,7383301.90977
4671,1513420.10040000000,7421480.65613
4672,1538915.74623000000,7409194.70669
4673,1516062.59791000000,7420169.82507
4674,1536221.99425000000,7411342.02842
4675,1516936.37810000000,7422832.57999
4676,1532756.21408000000,7421020.36331
4677,1534270.96474000000,7421856.16596
4678,1534265.94511000000,7421019.22393
4679,1528588.55490000000,7399870.24078
4680,1535882.41815000000,7421858.89416
4681,1547407.70887000000,7374648.33174
4682,1548061.78818000000,7373917.16227
4683,1539060.89577000000,7421601.52712
4684,1543867.70093000000,7421268.19882
4685,1492156.12184000000,7375760.83810
4686,1500050.93115000000,7377914.01185
4687,1560702.64991000000,7419891.41777
4688,1489523.77179000000,7412371.93616
4689,1538465.18479000000,7411066.13107
4690,1494049.54543000000,7412343.08819
4691,1490717.41210000000,7384732.35469
4692,1526610.05296000000,7407755.23504
4693,1494843.98249000000,7412330.54421
4694,1497636.91296000000,7412327.01893
4695,1500131.72641000000,7412186.32653
4696,1532280.65843000000,7376497.27966
4697,1507790.82529000000,7371421.14150
4698,1516034.99143000000,7416384.85652
4699,1518659.05681000000,7416646.16068
4700,1527886.69108000000,7410569.63293
4701,1502042.11238000000,7412178.56413
4702,1504237.93451000000,7412142.03432
4703,1505431.91100000000,7412253.95994
4704,1508090.19131000000,7412269.32703
4705,1528195.71651000000,7399697.31715
4706,1510742.00723000000,7412268.24211
4707,1510746.43120000000,7414910.23613
4708,1512271.30550000000,7412283.64156
4709,1528756.41366000000,7398647.03968
4710,1535861.17951000000,7417572.46546
4711,1513370.94939000000,7412250.61036
4712,1514637.72157000000,7412261.20888
4713,1515110.38293000000,7412250.81075
4714,1515622.40761000000,7412243.92173
4715,1516009.64648000000,7412249.43979
4716,1517437.32605000000,7412244.55516
4717,1518681.14736000000,7412251.73562
4718,1518655.34467000000,7414447.22026
4719,1528972.13374000000,7399941.37053
4720,1539046.10795000000,7417902.60901
4721,1519718.08021000000,7412280.69466
4722,1521328.83267000000,7412969.35781
4723,1527494.83146000000,7446067.99193
4724,1531618.26074000000,7413726.66585
4725,1527948.41509000000,7414704.32932
4726,1528732.15403000000,7414671.20433
4727,1529294.88960000000,7414677.59339
4728,1531617.44448000000,7411892.93904
4729,1531692.30315000000,7410837.19056
4730,1543089.26417000000,7414532.29289
4731,1531888.96974000000,7414626.52589
4732,1531923.07806000000,7417520.22511
4733,1532709.68585000000,7414602.96085
4734,1532745.93245000000,7418250.29179
4735,1534166.15710000000,7414599.66344
4736,1535856.10906000000,7414589.75157
4737,1535867.42108000000,7416489.43992
4738,1537381.49574000000,7414594.60218
4739,1537396.06594000000,7416622.96459
4740,1518825.01227000000,7404382.44453
4741,1528184.24385000000,7401689.39656
4742,1539022.70749000000,7414558.10763
4743,1539043.63593000000,7416622.61053
4744,1529549.53239000000,7417901.73911
4745,1526547.92347000000,7404298.97104
4746,1546773.71373000000,7372680.60215
4747,1543960.58825000000,7372446.32540
4748,1491628.66597000000,7391173.32654
4749,1553066.55010000000,7417395.83070
4750,1528363.87748000000,7409599.71857
4751,1542390.62615000000,7432425.94789
4752,1527725.23195000000,7407305.46935
4753,1542187.95458000000,7414553.33107
4754,1490731.28157000000,7385986.66707
4755,1505290.67096000000,7404324.01226
4756,1545659.01115000000,7414534.32393
4757,1531609.95641000000,7363154.54188
4758,1505317.95862000000,7411527.99380
4759,1540051.83730000000,7414565.03184
4760,1532305.27605000000,7361325.82002
4761,1547698.97500000000,7414516.57000
4762,1548977.03258000000,7414504.26117
4763,1550403.92207000000,7414483.03122
4764,1550421.24320000000,7417393.74310
4765,1552151.96515000000,7414907.23610
4766,1553041.17339000000,7414879.21689
4767,1543795.77646000000,7400115.26758
4768,1555538.03534000000,7414722.38777
4769,1556278.92066000000,7414670.51783
4770,1556716.90693000000,7414413.75425
4771,1480587.35067000000,7407489.95097
4772,1487739.20598000000,7407136.82623
4773,1487368.36543000000,7407134.67874
4774,1476224.31020000000,7412330.34579
4775,1499295.53878000000,7407003.50372
4776,1492429.38297000000,7407075.36714
4777,1485233.02985000000,7401831.93102
4778,1542213.83467000000,7417231.63207
4779,1531946.32461000000,7422594.33816
4780,1509387.59927000000,7406976.49789
4781,1490347.59661000000,7412360.29883
4782,1494828.67378000000,7407036.74059
4783,1494847.58278000000,7407739.17684
4784,1531835.30149000000,7359724.85122
4785,1499988.53005000000,7406915.61741
4786,1500576.10541000000,7406896.04136
4787,1499073.58168000000,7409631.03190
4788,1503647.76173000000,7406933.48915
4789,1510734.27587000000,7409061.74050
4790,1518680.27034000000,7409560.52508
4791,1497451.39341000000,7433583.09141
4792,1505295.19278000000,7406949.57364
4793,1527522.39870000000,7351732.47268
4794,1510726.65860000000,7406971.10358
4795,1531646.47651000000,7348004.23350
4796,1513362.09781000000,7406963.34674
4797,1516007.42461000000,7406949.07825
4798,1516002.04030000000,7409587.73224
4799,1508071.51378000000,7406982.02367
4800,1508080.32314000000,7409433.67672
4801,1518678.99139000000,7406938.23820
4802,1518678.87905000000,7410938.93873
4803,1521151.25210000000,7406204.21406
4804,1526485.20934000000,7388400.89095
4805,1521137.37499000000,7406903.18996
4806,1526574.20818000000,7407141.30093
4807,1523313.33383000000,7406899.32856
4808,1520239.68383000000,7410045.40737
4809,1531393.45106000000,7347487.53371
4810,1533553.51217000000,7407962.62360
4811,1520103.25880000000,7410937.31322
4812,1532334.38269000000,7360256.09469
4813,1529181.16720000000,7407523.90566
4814,1524533.56306000000,7411566.75482
4815,1526104.68594000000,7411730.06892
4816,1530351.44998000000,7346057.24413
4817,1527681.53294000000,7412071.66088
4818,1534174.28299000000,7403889.98483
4819,1528102.09682000000,7408993.97859
4820,1535248.64525000000,7405399.31396
4821,1529806.49725000000,7401521.51365
4822,1532700.18824000000,7407964.27248
4823,1508866.57454000000,7401722.41099
4824,1532703.44466000000,7410980.56601
4825,1530384.21956000000,7367248.44470
4826,1532703.69696000000,7411912.51742
4827,1532719.56859000000,7413714.42082
4828,1526382.25478000000,7419256.97344
4829,1558212.10941000000,7417514.02877
4830,1547629.59195000000,7411453.63524
4831,1536868.43123000000,7407942.32868
4832,1549597.47918000000,7413455.94840
4833,1533963.05496000000,7410364.11182
4834,1529884.62994000000,7407088.24369
4835,1517359.59207000000,7462527.93121
4836,1535321.07025000000,7411958.49125
4837,1537683.64238000000,7411140.39864
4838,1519125.70337000000,7404029.72888
4839,1518043.89666000000,7438878.09457
4840,1525633.81048000000,7406876.60518
4841,1538761.22875000000,7411520.75116
4842,1539208.18917000000,7411415.01876
4843,1540664.55706000000,7410711.60511
4844,1548496.57626000000,7369049.03894
4845,1550248.20181000000,7369210.04111
4846,1518913.68025000000,7463938.40175
4847,1557972.66013000000,7417489.67822
4848,1537082.65683000000,7391720.46628
4849,1533148.25151000000,7345367.65963
4850,1537113.24038000000,7395055.43667
4851,1537132.33045000000,7399154.71647
4852,1537107.19533000000,7401241.90377
4853,1542090.61425000000,7408989.80382
4854,1514475.81934000000,7401646.47786
4855,1542109.71071000000,7411428.76190
4856,1513344.75095000000,7403714.13127
4857,1517711.75327000000,7401655.29654
4858,1537108.60008000000,7402708.95349
4859,1551650.35438000000,7368811.67763
4860,1492989.90077000000,7428151.82587
4861,1523665.49628000000,7450059.56180
4862,1494826.96384000000,7401766.82902
4863,1543636.93771000000,7412006.42902
4864,1546300.30806000000,7411465.68098
4865,1547481.56279000000,7372086.43417
4866,1550773.25310000000,7372084.73726
4867,1492247.50334000000,7412349.40085
4868,1551870.06448000000,7408579.99854
4869,1534002.28243000000,7346383.35914
4870,1533719.20100000000,7405406.91800
4871,1558626.81402000000,7423020.41290
4872,1548453.44439000000,7411441.96352
4873,1550464.05036000000,7412345.15142
4874,1535522.48469000000,7347090.49486
4875,1553128.66210000000,7407430.60815
4876,1535241.12526000000,7402714.61626
4877,1538875.08331000000,7404284.62116
4878,1540757.26670000000,7402293.44095
4879,1542054.31909000000,7403318.31518
4880,1538890.33783000000,7406640.94117
4881,1558809.28060000000,7423822.28458
4882,1515108.81615000000,7447125.28977
4883,1488611.85168000000,7396388.38376
4884,1514396.18113000000,7447199.92794
4885,1486196.94530000000,7391217.41765
4886,1544689.99017000000,7402135.54568
4887,1552648.68765000000,7371258.58683
4888,1553951.30524000000,7370166.59837
4889,1554750.85529000000,7371529.89842
4890,1556438.25511000000,7404073.78223
4891,1500146.39821000000,7401747.52913
4892,1493509.36707000000,7401771.93974
4893,1510721.08136000000,7401683.88673
4894,1511692.59267000000,7401673.08391
4895,1550463.24074000000,7425494.06141
4896,1513366.47008000000,7401656.48728
4897,1514355.18088000000,7447478.66353
4898,1518657.33571000000,7401588.54660
4899,1526552.51162000000,7396665.18302
4900,1526568.84478000000,7398388.29711
4901,1531502.36702000000,7395036.83937
4902,1518641.94159000000,7403688.89882
4903,1518645.94998000000,7404131.98410
4904,1518660.59370000000,7405576.12395
4905,1518653.41045000000,7404545.55193
4906,1521281.22902000000,7398459.57696
4907,1521293.83718000000,7401396.98427
4908,1532057.42224000000,7395905.91965
4909,1505394.34949000000,7401715.49007
4910,1517943.97109000000,7448349.51272
4911,1524688.98903000000,7398836.94189
4912,1526571.25036000000,7399110.33900
4913,1515726.82490000000,7445822.62023
4914,1532197.84939000000,7397738.05681
4915,1526573.96833000000,7403196.38363
4916,1529821.45723000000,7399493.35121
4917,1532334.35090000000,7399681.76049
4918,1532415.60700000000,7401529.97205
4919,1550402.81852000000,7428007.76647
4920,1492945.78821000000,7401771.53897
4921,1533306.66640000000,7399533.10447
4922,1528818.96083000000,7403173.21530
4923,1529436.98220000000,7407554.91748
4924,1532491.43141000000,7403181.23681
4925,1532602.80025000000,7405498.94843
4926,1529542.34333000000,7412051.83189
4927,1516152.61348000000,7447672.87629
4928,1538833.31491000000,7398993.83760
4929,1534130.13340000000,7401296.97572
4930,1535910.70576000000,7399282.24941
4931,1515276.08922000000,7446578.15880
4932,1534136.92759000000,7402967.53616
4933,1538112.49887000000,7395511.01208
4934,1516506.98615000000,7447688.05824
4935,1538853.64347000000,7403447.59297
4936,1529530.71655000000,7414672.66529
4937,1536028.46420000000,7405623.69573
4938,1537394.10036000000,7405565.91690
4939,1538887.50392000000,7405548.25576
4940,1537402.07086000000,7406461.94385
4941,1521234.39928000000,7404875.50358
4942,1541962.69899000000,7398997.69602
4943,1542024.59781000000,7402208.83402
4944,1539954.17023000000,7405544.54766
4945,1542097.46362000000,7405517.49444
4946,1542075.82122000000,7406997.54783
4947,1550428.78403000000,7428628.22482
4948,1516825.71409000000,7447624.26447
4949,1520825.39944000000,7404659.81848
4950,1515162.90586000000,7446853.19404
4951,1492971.04858000000,7407048.96485
4952,1521249.85465000000,7393651.36939
4953,1518772.29265000000,7447453.70628
4954,1547441.65784000000,7403611.84861
4955,1545195.97677000000,7405463.11112
4956,1547444.25876000000,7405443.21755
4957,1520745.94722000000,7408761.80073
4958,1526533.29716000000,7394302.07674
4959,1515649.83998000000,7447213.75856
4960,1514623.56632000000,7447040.42614
4961,1525140.91402000000,7438770.24363
4962,1549528.06783000000,7401490.54209
4963,1550309.19430000000,7401488.46560
4964,1494845.78778000000,7399126.27831
4965,1553873.43635000000,7405916.72870
4966,1553848.14514000000,7401321.71734
4967,1540773.57499000000,7393409.67590
4968,1515847.62204000000,7447631.72412
4969,1560202.40293000000,7392687.14364
4970,1492973.53000000000,7433235.47502
4971,1554481.73883000000,7401292.53539
4972,1554995.97526000000,7400901.64770
4973,1555602.08565000000,7400514.56915
4974,1557107.94854000000,7398638.95349
4975,1515728.89163000000,7447164.98611
4976,1500304.39570000000,7448119.17722
4977,1555513.09221000000,7429130.11257
4978,1555192.83433000000,7429459.75818
4979,1554341.91371000000,7430180.19719
4980,1518635.18120000000,7403153.90349
4981,1534012.66116000000,7399468.24614
4982,1546921.70612000000,7402141.80967
4983,1553101.74413000000,7426680.94325
4984,1521254.59667000000,7401941.56045
4985,1547618.28408000000,7396290.75196
4986,1539742.25059000000,7399001.65299
4987,1547275.53444000000,7402163.71928
4988,1547568.76475000000,7401482.56627
4989,1547648.88646000000,7400104.59156
4990,1549073.88770000000,7428525.24194
4991,1504906.90417000000,7447926.00660
4992,1514524.14641000000,7422828.48094
4993,1534010.77682000000,7399225.37020
4994,1539183.31377000000,7409989.72567
4995,1557502.54474000000,7402027.16316
4996,1519321.23003000000,7401424.99570
4997,1543722.37277000000,7405461.20080
4998,1484392.19066000000,7379028.07877
4999,1490675.62793000000,7382874.59165
5000,1532062.85838000000,7445605.38556
5001,1496915.31010000000,7386701.14248
5002,1521915.47797000000,7533621.08155
5003,1529280.24433000000,7442100.46562
5004,1506785.67013000000,7408001.83820
5005,1515473.69111000000,7447593.45435
5006,1489605.35253000000,7382198.42547
5007,1535616.02030000000,7409425.13869
5008,1528755.95673000000,7526738.01479
5009,1525703.43673000000,7391369.81688
5010,1526520.49629000000,7393675.15344
5011,1525930.81126000000,7444670.63223
5012,1510647.61586000000,7391092.74117
5013,1507963.76788000000,7447136.36852
5014,1513305.99936000000,7391085.09125
5015,1513308.76964000000,7393451.36123
5016,1513357.23564000000,7398705.98509
5017,1518599.88216000000,7391056.51797
5018,1518584.72014000000,7393688.52754
5019,1491574.99414000000,7383292.86722
5020,1549000.51384000000,7373889.48876
5021,1507987.73986000000,7402734.73162
5022,1521261.80582000000,7391006.20953
5023,1513265.62182000000,7385827.59832
5024,1522893.00919000000,7533055.04844
5025,1515196.44900000000,7447860.97475
5026,1500026.79089000000,7407677.24220
5027,1526497.29720000000,7391433.46037
5028,1542382.41262000000,7431263.29600
5029,1550421.60139000000,7373887.78648
5030,1526534.85422000000,7395171.79894
5031,1514791.78223000000,7448029.29514
5032,1531918.21972000000,7389657.13151
5033,1500010.45639000000,7408231.79110
5034,1528580.82042000000,7391520.93391
5035,1531925.11661000000,7391520.48034
5036,1531960.58857000000,7392771.10399
5037,1528054.66284000000,7395124.75480
5038,1528352.85604000000,7395116.44441
5039,1513827.22810000000,7447400.11604
5040,1544299.61081000000,7404388.02721
5041,1529397.29141000000,7395070.12548
5042,1531993.03538000000,7395117.88150
5043,1555938.76878000000,7411609.71037
5044,1532276.39689000000,7398916.73081
5045,1531918.19669000000,7391011.73995
5046,1534385.79982000000,7395079.13492
5047,1534350.95610000000,7429608.76452
5048,1546796.65368000000,7399344.83821
5049,1530571.11519000000,7494585.84544
5050,1500187.98998000000,7424055.01559
5051,1499612.27629000000,7408416.55744
5052,1550237.31588000000,7375806.41417
5053,1509521.24238000000,7428136.03581
5054,1510790.27926000000,7430755.97378
5055,1529544.19301000000,7504675.96423
5056,1550248.95090000000,7377670.87354
5057,1538816.82141000000,7395583.78107
5058,1539821.79404000000,7398244.43364
5059,1539778.61508000000,7398712.67248
5060,1518768.31024000000,7436919.67923
5061,1542349.50690000000,7391360.50868
5062,1550430.23758000000,7379824.86926
5063,1543009.74329000000,7391262.56052
5064,1541017.98431000000,7394050.62944
5065,1541582.34475000000,7395537.37229
5066,1541946.33440000000,7396983.47859
5067,1550250.90484000000,7392206.67949
5068,1516310.48862000000,7447614.71450
5069,1550257.51805000000,7393913.34492
5070,1539246.36610000000,7360197.25336
5071,1546626.65697000000,7389514.35337
5072,1547911.66633000000,7388635.59964
5073,1547610.38921000000,7393665.12621
5074,1543358.32755000000,7396853.75100
5075,1544987.43382000000,7396636.65604
5076,1546073.85312000000,7445226.45547
5077,1540012.26239000000,7397156.15076
5078,1540467.33152000000,7396473.82855
5079,1547712.59629000000,7398155.45864
5080,1538720.90342000000,7398566.53526
5081,1552059.00621000000,7388249.15132
5082,1548966.73486000000,7392366.68865
5083,1550276.04349000000,7398117.67069
5084,1550298.72337000000,7400454.57754
5085,1549098.97350000000,7396200.79643
5086,1550267.35817000000,7396200.94165
5087,1542205.07394000000,7360224.41973
5088,1523738.11898000000,7436209.97449
5089,1556833.07786000000,7372992.43939
5090,1557076.87968000000,7372255.39774
5091,1555644.43438000000,7389129.59279
5092,1554275.68878000000,7390874.31812
5093,1559300.46413000000,7390863.75056
5094,1556135.96159000000,7396129.60334
5095,1560041.29308000000,7394455.21435
5096,1562931.16222000000,7394156.71163
5097,1555006.63583000000,7396185.48073
5098,1555013.25090000000,7397892.15486
5099,1557110.85239000000,7398132.91930
5100,1556612.70162000000,7390831.92886
5101,1558235.59084000000,7388264.87945
5102,1485798.56554000000,7388599.48574
5103,1521219.85187000000,7385751.62541
5104,1543947.28610000000,7360552.37001
5105,1513266.15221000000,7385469.53572
5106,1526489.83801000000,7387025.79244
5107,1513256.54233000000,7383149.18510
5108,1548167.19553000000,7387769.19957
5109,1526487.48310000000,7389716.95572
5110,1534579.89184000000,7525416.36801
5111,1515921.53668000000,7383131.71028
5112,1518566.84133000000,7383097.51066
5113,1518566.76809000000,7385408.16455
5114,1521215.24951000000,7383129.35719
5115,1556876.79904000000,7385411.61825
5116,1542375.04368000000,7388975.63804
5117,1526483.00757000000,7383077.60830
5118,1528139.79074000000,7383179.02765
5119,1529039.15692000000,7383157.94258
5120,1529367.81189000000,7383166.61266
5121,1530430.54990000000,7383182.34996
5122,1531831.22040000000,7380449.99735
5123,1531864.28350000000,7381759.90477
5124,1531845.01101000000,7383190.47911
5125,1499281.31364000000,7411400.79313
5126,1531873.01716000000,7385301.91263
5127,1537071.17127000000,7388477.56697
5128,1537054.60587000000,7385682.74411
5129,1531822.99367000000,7379025.59904
5130,1546197.22301000000,7360537.27014
5131,1535143.43266000000,7385250.46597
5132,1537034.21578000000,7380458.00024
5133,1549184.50033000000,7370418.26074
5134,1500015.05926000000,7411791.62753
5135,1539686.12988000000,7385697.85950
5136,1533721.52399000000,7380464.13827
