building_id,year,jobs,jobs_sector,dev_type,sector_id
69244.0,2026,95,manufacturing,add additional,5
69244.0,2026,34,office,add additional,6
69244.0,2027,175,government,add additional,3
69244.0,2027,50,manufacturing,add additional,5
69244.0,2028,128,government,add additional,3
69244.0,2029,120,government,add additional,3
69244.0,2030,144,government,add additional,3
69244.0,2032,85,government,add additional,3
69244.0,2033,90,government,add additional,3
69244.0,2034,96,government,add additional,3
69244.0,2035,92,government,add additional,3
69244.0,2036,115,government,add additional,3
69244.0,2037,123,government,add additional,3
69243.0,2023,275,government,add additional,3
69243.0,2024,20,manufacturing,add additional,5
69243.0,2024,255,government,add additional,3
69243.0,2025,84,government,add additional,3
69243.0,2025,128,manufacturing,add additional,5
69243.0,2025,63,office,add additional,6
69243.0,2026,117,government,add additional,3
69243.0,2026,117,manufacturing,add additional,5
69243.0,2026,41,office,add additional,6
69243.0,2027,214,government,add additional,3
69243.0,2027,61,manufacturing,add additional,5
69243.0,2028,157,government,add additional,3
69243.0,2029,146,government,add additional,3
69243.0,2030,176,government,add additional,3
69243.0,2032,103,government,add additional,3
69243.0,2033,111,government,add additional,3
69243.0,2034,118,government,add additional,3
69243.0,2035,112,government,add additional,3
69243.0,2036,141,government,add additional,3
69243.0,2037,150,government,add additional,3
69238.0,2028,38,government,add additional,3
69238.0,2029,38,government,add additional,3
69238.0,2030,38,government,add additional,3
69238.0,2031,38,government,add additional,3
69238.0,2032,38,government,add additional,3
69238.0,2033,38,government,add additional,3
69238.0,2034,38,government,add additional,3
69238.0,2035,38,government,add additional,3
69238.0,2036,38,government,add additional,3
69238.0,2037,38,government,add additional,3
69239.0,2028,12,government,add additional,3
69239.0,2029,12,government,add additional,3
69239.0,2030,12,government,add additional,3
69239.0,2031,12,government,add additional,3
69239.0,2032,12,government,add additional,3
69239.0,2033,12,government,add additional,3
69239.0,2034,12,government,add additional,3
69239.0,2035,12,government,add additional,3
69239.0,2036,12,government,add additional,3
69239.0,2037,12,government,add additional,3
69237.0,2028,100,government,add additional,3
69237.0,2029,100,government,add additional,3
69237.0,2030,100,government,add additional,3
69237.0,2031,84,government,add additional,3
69237.0,2032,100,government,add additional,3
69242.0,2028,139,manufacturing,add additional,5
69242.0,2028,181,office,add additional,6
69242.0,2029,126,manufacturing,add additional,5
69242.0,2029,248,office,add additional,6
69242.0,2029,250,other,add additional,7
69242.0,2030,60,government,add additional,3
69242.0,2030,90,manufacturing,add additional,5
69242.0,2030,100,office,add additional,6
69242.0,2031,8,office,add additional,6
69242.0,2031,90,manufacturing,add additional,5
69242.0,2031,105,other,add additional,7
69242.0,2032,70,manufacturing,add additional,5
69242.0,2032,50,office,add additional,6
69242.0,2032,130,other,add additional,7
69242.0,2033,102,manufacturing,add additional,5
69242.0,2033,144,office,add additional,6
69242.0,2033,56,other,add additional,7
69242.0,2034,103,manufacturing,add additional,5
69242.0,2034,258,office,add additional,6
69242.0,2034,165,other,add additional,7
69242.0,2035,258,office,add additional,6
69242.0,2035,145,other,add additional,7
69242.0,2036,303,office,add additional,6
69242.0,2036,175,other,add additional,7
69242.0,2037,303,office,add additional,6
69242.0,2037,24,other,add additional,7
69249.0,2020,132,office,add additional,6
69250.0,2020,33,office,add additional,6
14957.0,2020,28,health care,add health job,4
14957.0,2021,29,health care,add health job,4
14957.0,2022,29,health care,add health job,4
14957.0,2023,29,health care,add health job,4
14957.0,2024,29,health care,add health job,4
14957.0,2025,29,health care,add health job,4
14957.0,2026,30,health care,add health job,4
14957.0,2027,30,health care,add health job,4
14957.0,2028,30,health care,add health job,4
14957.0,2029,30,health care,add health job,4
14957.0,2030,30,health care,add health job,4
14957.0,2031,31,health care,add health job,4
14957.0,2032,31,health care,add health job,4
14957.0,2033,31,health care,add health job,4
14957.0,2034,31,health care,add health job,4
14957.0,2035,32,health care,add health job,4
14957.0,2036,32,health care,add health job,4
14957.0,2037,32,health care,add health job,4
14957.0,2038,32,health care,add health job,4
14957.0,2039,32,health care,add health job,4
14957.0,2040,33,health care,add health job,4
14957.0,2041,33,health care,add health job,4
14957.0,2042,33,health care,add health job,4
14957.0,2043,33,health care,add health job,4
14957.0,2044,34,health care,add health job,4
14957.0,2045,34,health care,add health job,4
14957.0,2046,34,health care,add health job,4
14957.0,2047,34,health care,add health job,4
14957.0,2048,35,health care,add health job,4
14957.0,2049,35,health care,add health job,4
14957.0,2050,35,health care,add health job,4
27846.0,2020,139,health care,add health job,4
27846.0,2021,142,health care,add health job,4
27846.0,2022,145,health care,add health job,4
27846.0,2023,148,health care,add health job,4
27846.0,2024,151,health care,add health job,4
27846.0,2025,154,health care,add health job,4
27846.0,2026,157,health care,add health job,4
27846.0,2027,160,health care,add health job,4
27846.0,2028,163,health care,add health job,4
27846.0,2029,167,health care,add health job,4
27846.0,2030,170,health care,add health job,4
27846.0,2031,174,health care,add health job,4
27846.0,2032,177,health care,add health job,4
27846.0,2033,181,health care,add health job,4
27846.0,2034,184,health care,add health job,4
27846.0,2035,188,health care,add health job,4
27846.0,2036,192,health care,add health job,4
27846.0,2037,196,health care,add health job,4
27846.0,2038,199,health care,add health job,4
27846.0,2039,203,health care,add health job,4
27846.0,2040,208,health care,add health job,4
27846.0,2041,212,health care,add health job,4
27846.0,2042,216,health care,add health job,4
27846.0,2043,220,health care,add health job,4
27846.0,2044,225,health care,add health job,4
27846.0,2045,229,health care,add health job,4
27846.0,2046,234,health care,add health job,4
27846.0,2047,239,health care,add health job,4
27846.0,2048,243,health care,add health job,4
27846.0,2049,248,health care,add health job,4
27846.0,2050,253,health care,add health job,4
801615.0,2020,20,gov,gov,3
801615.0,2021,20,gov,gov,3
801615.0,2022,21,gov,gov,3
801615.0,2023,21,gov,gov,3
801615.0,2024,21,gov,gov,3
801615.0,2025,22,gov,gov,3
801615.0,2026,22,gov,gov,3
801615.0,2027,22,gov,gov,3
801615.0,2028,23,gov,gov,3
801615.0,2029,23,gov,gov,3
801615.0,2030,23,gov,gov,3
801615.0,2031,24,gov,gov,3
801615.0,2032,24,gov,gov,3
801615.0,2033,25,gov,gov,3
801615.0,2034,25,gov,gov,3
801615.0,2035,26,gov,gov,3
801615.0,2036,26,gov,gov,3
801615.0,2037,26,gov,gov,3
801615.0,2038,27,gov,gov,3
801615.0,2039,27,gov,gov,3
801615.0,2040,28,gov,gov,3
801615.0,2041,28,gov,gov,3
801615.0,2042,29,gov,gov,3
801615.0,2043,29,gov,gov,3
801615.0,2044,30,gov,gov,3
801615.0,2045,30,gov,gov,3
801615.0,2046,31,gov,gov,3
801615.0,2047,31,gov,gov,3
801615.0,2048,32,gov,gov,3
801615.0,2049,32,gov,gov,3
801615.0,2050,33,gov,gov,3
801615.0,2020,12,"whole sale, transport","whole sale, transport",10
801615.0,2021,13,"whole sale, transport","whole sale, transport",10
801615.0,2022,13,"whole sale, transport","whole sale, transport",10
801615.0,2023,13,"whole sale, transport","whole sale, transport",10
801615.0,2024,13,"whole sale, transport","whole sale, transport",10
801615.0,2025,14,"whole sale, transport","whole sale, transport",10
801615.0,2026,14,"whole sale, transport","whole sale, transport",10
801615.0,2027,14,"whole sale, transport","whole sale, transport",10
801615.0,2028,14,"whole sale, transport","whole sale, transport",10
801615.0,2029,14,"whole sale, transport","whole sale, transport",10
801615.0,2030,15,"whole sale, transport","whole sale, transport",10
801615.0,2031,15,"whole sale, transport","whole sale, transport",10
801615.0,2032,15,"whole sale, transport","whole sale, transport",10
801615.0,2033,15,"whole sale, transport","whole sale, transport",10
801615.0,2034,16,"whole sale, transport","whole sale, transport",10
801615.0,2035,16,"whole sale, transport","whole sale, transport",10
801615.0,2036,16,"whole sale, transport","whole sale, transport",10
801615.0,2037,16,"whole sale, transport","whole sale, transport",10
801615.0,2038,17,"whole sale, transport","whole sale, transport",10
801615.0,2039,17,"whole sale, transport","whole sale, transport",10
801615.0,2040,17,"whole sale, transport","whole sale, transport",10
801615.0,2041,18,"whole sale, transport","whole sale, transport",10
801615.0,2042,18,"whole sale, transport","whole sale, transport",10
801615.0,2043,18,"whole sale, transport","whole sale, transport",10
801615.0,2044,19,"whole sale, transport","whole sale, transport",10
801615.0,2045,19,"whole sale, transport","whole sale, transport",10
801615.0,2046,19,"whole sale, transport","whole sale, transport",10
801615.0,2047,19,"whole sale, transport","whole sale, transport",10
801615.0,2048,20,"whole sale, transport","whole sale, transport",10
801615.0,2049,20,"whole sale, transport","whole sale, transport",10
801615.0,2050,20,"whole sale, transport","whole sale, transport",10
28659.0,2020,13,"Accomendation,food","Accomendation,food",1
28659.0,2021,14,"Accomendation,food","Accomendation,food",1
28659.0,2022,14,"Accomendation,food","Accomendation,food",1
28659.0,2023,14,"Accomendation,food","Accomendation,food",1
28659.0,2024,14,"Accomendation,food","Accomendation,food",1
28659.0,2025,15,"Accomendation,food","Accomendation,food",1
28659.0,2026,15,"Accomendation,food","Accomendation,food",1
28659.0,2027,15,"Accomendation,food","Accomendation,food",1
28659.0,2028,15,"Accomendation,food","Accomendation,food",1
28659.0,2029,16,"Accomendation,food","Accomendation,food",1
28659.0,2030,16,"Accomendation,food","Accomendation,food",1
28659.0,2031,16,"Accomendation,food","Accomendation,food",1
28659.0,2032,16,"Accomendation,food","Accomendation,food",1
28659.0,2033,17,"Accomendation,food","Accomendation,food",1
28659.0,2034,17,"Accomendation,food","Accomendation,food",1
28659.0,2035,17,"Accomendation,food","Accomendation,food",1
28659.0,2036,17,"Accomendation,food","Accomendation,food",1
28659.0,2037,18,"Accomendation,food","Accomendation,food",1
28659.0,2038,18,"Accomendation,food","Accomendation,food",1
28659.0,2039,18,"Accomendation,food","Accomendation,food",1
28659.0,2040,19,"Accomendation,food","Accomendation,food",1
28659.0,2041,19,"Accomendation,food","Accomendation,food",1
28659.0,2042,19,"Accomendation,food","Accomendation,food",1
28659.0,2043,20,"Accomendation,food","Accomendation,food",1
28659.0,2044,20,"Accomendation,food","Accomendation,food",1
28659.0,2045,20,"Accomendation,food","Accomendation,food",1
28659.0,2046,21,"Accomendation,food","Accomendation,food",1
28659.0,2047,21,"Accomendation,food","Accomendation,food",1
28659.0,2048,21,"Accomendation,food","Accomendation,food",1
28659.0,2049,22,"Accomendation,food","Accomendation,food",1
28659.0,2050,22,"Accomendation,food","Accomendation,food",1
28659.0,2020,13,gov,gov,3
28659.0,2021,13,gov,gov,3
28659.0,2022,13,gov,gov,3
28659.0,2023,13,gov,gov,3
28659.0,2024,14,gov,gov,3
28659.0,2025,14,gov,gov,3
28659.0,2026,14,gov,gov,3
28659.0,2027,14,gov,gov,3
28659.0,2028,14,gov,gov,3
28659.0,2029,15,gov,gov,3
28659.0,2030,15,gov,gov,3
28659.0,2031,15,gov,gov,3
28659.0,2032,15,gov,gov,3
28659.0,2033,16,gov,gov,3
28659.0,2034,16,gov,gov,3
28659.0,2035,16,gov,gov,3
28659.0,2036,17,gov,gov,3
28659.0,2037,17,gov,gov,3
28659.0,2038,17,gov,gov,3
28659.0,2039,17,gov,gov,3
28659.0,2040,18,gov,gov,3
28659.0,2041,18,gov,gov,3
28659.0,2042,18,gov,gov,3
28659.0,2043,19,gov,gov,3
28659.0,2044,19,gov,gov,3
28659.0,2045,19,gov,gov,3
28659.0,2046,19,gov,gov,3
28659.0,2047,20,gov,gov,3
28659.0,2048,20,gov,gov,3
28659.0,2049,20,gov,gov,3
28659.0,2050,21,gov,gov,3
28659.0,2020,16,Other,Other,7
28659.0,2021,17,Other,Other,7
28659.0,2022,17,Other,Other,7
28659.0,2023,17,Other,Other,7
28659.0,2024,18,Other,Other,7
28659.0,2025,18,Other,Other,7
28659.0,2026,18,Other,Other,7
28659.0,2027,18,Other,Other,7
28659.0,2028,19,Other,Other,7
28659.0,2029,19,Other,Other,7
28659.0,2030,19,Other,Other,7
28659.0,2031,20,Other,Other,7
28659.0,2032,20,Other,Other,7
28659.0,2033,20,Other,Other,7
28659.0,2034,21,Other,Other,7
28659.0,2035,21,Other,Other,7
28659.0,2036,21,Other,Other,7
28659.0,2037,22,Other,Other,7
28659.0,2038,22,Other,Other,7
28659.0,2039,23,Other,Other,7
28659.0,2040,23,Other,Other,7
28659.0,2041,23,Other,Other,7
28659.0,2042,24,Other,Other,7
28659.0,2043,24,Other,Other,7
28659.0,2044,24,Other,Other,7
28659.0,2045,25,Other,Other,7
28659.0,2046,25,Other,Other,7
28659.0,2047,26,Other,Other,7
28659.0,2048,26,Other,Other,7
28659.0,2049,27,Other,Other,7
28659.0,2050,27,Other,Other,7
28659.0,2020,115,"whole sale, transport","whole sale, transport",3
28659.0,2021,117,"whole sale, transport","whole sale, transport",3
28659.0,2022,119,"whole sale, transport","whole sale, transport",3
28659.0,2023,121,"whole sale, transport","whole sale, transport",3
28659.0,2024,123,"whole sale, transport","whole sale, transport",3
28659.0,2025,125,"whole sale, transport","whole sale, transport",3
28659.0,2026,127,"whole sale, transport","whole sale, transport",3
28659.0,2027,129,"whole sale, transport","whole sale, transport",3
28659.0,2028,131,"whole sale, transport","whole sale, transport",3
28659.0,2029,134,"whole sale, transport","whole sale, transport",3
28659.0,2030,136,"whole sale, transport","whole sale, transport",3
28659.0,2031,138,"whole sale, transport","whole sale, transport",3
28659.0,2032,140,"whole sale, transport","whole sale, transport",3
28659.0,2033,143,"whole sale, transport","whole sale, transport",3
28659.0,2034,145,"whole sale, transport","whole sale, transport",3
28659.0,2035,147,"whole sale, transport","whole sale, transport",3
28659.0,2036,150,"whole sale, transport","whole sale, transport",3
28659.0,2037,152,"whole sale, transport","whole sale, transport",3
28659.0,2038,155,"whole sale, transport","whole sale, transport",3
28659.0,2039,158,"whole sale, transport","whole sale, transport",3
28659.0,2040,160,"whole sale, transport","whole sale, transport",3
28659.0,2041,163,"whole sale, transport","whole sale, transport",3
28659.0,2042,166,"whole sale, transport","whole sale, transport",3
28659.0,2043,168,"whole sale, transport","whole sale, transport",3
28659.0,2044,171,"whole sale, transport","whole sale, transport",3
28659.0,2045,174,"whole sale, transport","whole sale, transport",3
28659.0,2046,177,"whole sale, transport","whole sale, transport",3
28659.0,2047,180,"whole sale, transport","whole sale, transport",3
28659.0,2048,183,"whole sale, transport","whole sale, transport",3
28659.0,2049,186,"whole sale, transport","whole sale, transport",3
28659.0,2050,189,"whole sale, transport","whole sale, transport",3
28375.0,2020,77,"Gov, ed","Gov, ed",3
28375.0,2021,78,"Gov, ed","Gov, ed",3
28375.0,2022,78,"Gov, ed","Gov, ed",3
28375.0,2023,79,"Gov, ed","Gov, ed",3
28375.0,2024,79,"Gov, ed","Gov, ed",3
28375.0,2025,79,"Gov, ed","Gov, ed",3
28375.0,2026,80,"Gov, ed","Gov, ed",3
28375.0,2027,80,"Gov, ed","Gov, ed",3
28375.0,2028,80,"Gov, ed","Gov, ed",3
28375.0,2029,81,"Gov, ed","Gov, ed",3
28375.0,2030,81,"Gov, ed","Gov, ed",3
28375.0,2031,82,"Gov, ed","Gov, ed",3
28375.0,2032,82,"Gov, ed","Gov, ed",3
28375.0,2033,83,"Gov, ed","Gov, ed",3
28375.0,2034,83,"Gov, ed","Gov, ed",3
28375.0,2035,83,"Gov, ed","Gov, ed",3
28375.0,2036,84,"Gov, ed","Gov, ed",3
28375.0,2037,84,"Gov, ed","Gov, ed",3
28375.0,2038,85,"Gov, ed","Gov, ed",3
28375.0,2039,85,"Gov, ed","Gov, ed",3
28375.0,2040,85,"Gov, ed","Gov, ed",3
28375.0,2041,86,"Gov, ed","Gov, ed",3
28375.0,2042,86,"Gov, ed","Gov, ed",3
28375.0,2043,87,"Gov, ed","Gov, ed",3
28375.0,2044,87,"Gov, ed","Gov, ed",3
28375.0,2045,88,"Gov, ed","Gov, ed",3
28375.0,2046,88,"Gov, ed","Gov, ed",3
28375.0,2047,88,"Gov, ed","Gov, ed",3
28375.0,2048,89,"Gov, ed","Gov, ed",3
28375.0,2049,89,"Gov, ed","Gov, ed",3
28375.0,2050,90,"Gov, ed","Gov, ed",3
28101.0,2020,53,"Gov, ed","Gov, ed",3
28101.0,2021,53,"Gov, ed","Gov, ed",3
28101.0,2022,53,"Gov, ed","Gov, ed",3
28101.0,2023,53,"Gov, ed","Gov, ed",3
28101.0,2024,54,"Gov, ed","Gov, ed",3
28101.0,2025,54,"Gov, ed","Gov, ed",3
28101.0,2026,54,"Gov, ed","Gov, ed",3
28101.0,2027,55,"Gov, ed","Gov, ed",3
28101.0,2028,55,"Gov, ed","Gov, ed",3
28101.0,2029,55,"Gov, ed","Gov, ed",3
28101.0,2030,55,"Gov, ed","Gov, ed",3
28101.0,2031,56,"Gov, ed","Gov, ed",3
28101.0,2032,56,"Gov, ed","Gov, ed",3
28101.0,2033,56,"Gov, ed","Gov, ed",3
28101.0,2034,56,"Gov, ed","Gov, ed",3
28101.0,2035,57,"Gov, ed","Gov, ed",3
28101.0,2036,57,"Gov, ed","Gov, ed",3
28101.0,2037,57,"Gov, ed","Gov, ed",3
28101.0,2038,58,"Gov, ed","Gov, ed",3
28101.0,2039,58,"Gov, ed","Gov, ed",3
28101.0,2040,58,"Gov, ed","Gov, ed",3
28101.0,2041,58,"Gov, ed","Gov, ed",3
28101.0,2042,59,"Gov, ed","Gov, ed",3
28101.0,2043,59,"Gov, ed","Gov, ed",3
28101.0,2044,59,"Gov, ed","Gov, ed",3
28101.0,2045,60,"Gov, ed","Gov, ed",3
28101.0,2046,60,"Gov, ed","Gov, ed",3
28101.0,2047,60,"Gov, ed","Gov, ed",3
28101.0,2048,61,"Gov, ed","Gov, ed",3
28101.0,2049,61,"Gov, ed","Gov, ed",3
28101.0,2050,61,"Gov, ed","Gov, ed",3
51515.0,2020,52,health care,health care,4
51515.0,2021,53,health care,health care,4
51515.0,2022,53,health care,health care,4
51515.0,2023,53,health care,health care,4
51515.0,2024,54,health care,health care,4
51515.0,2025,54,health care,health care,4
51515.0,2026,54,health care,health care,4
51515.0,2027,54,health care,health care,4
51515.0,2028,55,health care,health care,4
51515.0,2029,55,health care,health care,4
51515.0,2030,55,health care,health care,4
51515.0,2031,55,health care,health care,4
51515.0,2032,56,health care,health care,4
51515.0,2033,56,health care,health care,4
51515.0,2034,56,health care,health care,4
51515.0,2035,57,health care,health care,4
51515.0,2036,57,health care,health care,4
51515.0,2037,57,health care,health care,4
51515.0,2038,57,health care,health care,4
51515.0,2039,58,health care,health care,4
51515.0,2040,58,health care,health care,4
51515.0,2041,58,health care,health care,4
51515.0,2042,59,health care,health care,4
51515.0,2043,59,health care,health care,4
51515.0,2044,59,health care,health care,4
51515.0,2045,59,health care,health care,4
51515.0,2046,60,health care,health care,4
51515.0,2047,60,health care,health care,4
51515.0,2048,60,health care,health care,4
51515.0,2049,61,health care,health care,4
51515.0,2050,61,health care,health care,4
51516.0,2020,18,health care,health care,4
51516.0,2021,18,health care,health care,4
51516.0,2022,18,health care,health care,4
51516.0,2023,18,health care,health care,4
51516.0,2024,18,health care,health care,4
51516.0,2025,18,health care,health care,4
51516.0,2026,18,health care,health care,4
51516.0,2027,18,health care,health care,4
51516.0,2028,18,health care,health care,4
51516.0,2029,18,health care,health care,4
51516.0,2030,18,health care,health care,4
51516.0,2031,19,health care,health care,4
51516.0,2032,19,health care,health care,4
51516.0,2033,19,health care,health care,4
51516.0,2034,19,health care,health care,4
51516.0,2035,19,health care,health care,4
51516.0,2036,19,health care,health care,4
51516.0,2037,19,health care,health care,4
51516.0,2038,19,health care,health care,4
51516.0,2039,19,health care,health care,4
51516.0,2040,19,health care,health care,4
51516.0,2041,19,health care,health care,4
51516.0,2042,20,health care,health care,4
51516.0,2043,20,health care,health care,4
51516.0,2044,20,health care,health care,4
51516.0,2045,20,health care,health care,4
51516.0,2046,20,health care,health care,4
51516.0,2047,20,health care,health care,4
51516.0,2048,20,health care,health care,4
51516.0,2049,20,health care,health care,4
51516.0,2050,20,health care,health care,4
26296.0,2020,53,office,office,6
26296.0,2021,53,office,office,6
26296.0,2022,54,office,office,6
26296.0,2023,55,office,office,6
26296.0,2024,55,office,office,6
26296.0,2025,56,office,office,6
26296.0,2026,56,office,office,6
26296.0,2027,57,office,office,6
26296.0,2028,57,office,office,6
26296.0,2029,58,office,office,6
26296.0,2030,58,office,office,6
26296.0,2031,59,office,office,6
26296.0,2032,60,office,office,6
26296.0,2033,60,office,office,6
26296.0,2034,61,office,office,6
26296.0,2035,61,office,office,6
26296.0,2036,62,office,office,6
26296.0,2037,63,office,office,6
26296.0,2038,63,office,office,6
26296.0,2039,64,office,office,6
26296.0,2040,65,office,office,6
26296.0,2041,65,office,office,6
26296.0,2042,66,office,office,6
26296.0,2043,67,office,office,6
26296.0,2044,67,office,office,6
26296.0,2045,68,office,office,6
26296.0,2046,69,office,office,6
26296.0,2047,69,office,office,6
26296.0,2048,70,office,office,6
26296.0,2049,71,office,office,6
26296.0,2050,71,office,office,6
45051.0,2020,11,"Gov, ed","Gov, ed",3
45051.0,2021,11,"Gov, ed","Gov, ed",3
45051.0,2022,11,"Gov, ed","Gov, ed",3
45051.0,2023,11,"Gov, ed","Gov, ed",3
45051.0,2024,12,"Gov, ed","Gov, ed",3
45051.0,2025,12,"Gov, ed","Gov, ed",3
45051.0,2026,12,"Gov, ed","Gov, ed",3
45051.0,2027,12,"Gov, ed","Gov, ed",3
45051.0,2028,12,"Gov, ed","Gov, ed",3
45051.0,2029,13,"Gov, ed","Gov, ed",3
45051.0,2030,13,"Gov, ed","Gov, ed",3
45051.0,2031,13,"Gov, ed","Gov, ed",3
45051.0,2032,13,"Gov, ed","Gov, ed",3
45051.0,2033,13,"Gov, ed","Gov, ed",3
45051.0,2034,14,"Gov, ed","Gov, ed",3
45051.0,2035,14,"Gov, ed","Gov, ed",3
45051.0,2036,14,"Gov, ed","Gov, ed",3
45051.0,2037,14,"Gov, ed","Gov, ed",3
45051.0,2038,14,"Gov, ed","Gov, ed",3
45051.0,2039,15,"Gov, ed","Gov, ed",3
45051.0,2040,15,"Gov, ed","Gov, ed",3
45051.0,2041,15,"Gov, ed","Gov, ed",3
45051.0,2042,15,"Gov, ed","Gov, ed",3
45051.0,2043,15,"Gov, ed","Gov, ed",3
45051.0,2044,16,"Gov, ed","Gov, ed",3
45051.0,2045,16,"Gov, ed","Gov, ed",3
45051.0,2046,16,"Gov, ed","Gov, ed",3
45051.0,2047,16,"Gov, ed","Gov, ed",3
45051.0,2048,17,"Gov, ed","Gov, ed",3
45051.0,2049,17,"Gov, ed","Gov, ed",3
45051.0,2050,17,"Gov, ed","Gov, ed",3
8942.0,2020,10,health care,health care,4
8942.0,2021,10,health care,health care,4
8942.0,2022,10,health care,health care,4
8942.0,2023,10,health care,health care,4
8942.0,2024,10,health care,health care,4
8942.0,2025,10,health care,health care,4
8942.0,2026,11,health care,health care,4
8942.0,2027,11,health care,health care,4
8942.0,2028,11,health care,health care,4
8942.0,2029,11,health care,health care,4
8942.0,2030,11,health care,health care,4
8942.0,2031,11,health care,health care,4
8942.0,2032,12,health care,health care,4
8942.0,2033,12,health care,health care,4
8942.0,2034,12,health care,health care,4
8942.0,2035,12,health care,health care,4
8942.0,2036,12,health care,health care,4
8942.0,2037,12,health care,health care,4
8942.0,2038,13,health care,health care,4
8942.0,2039,13,health care,health care,4
8942.0,2040,13,health care,health care,4
8942.0,2041,13,health care,health care,4
8942.0,2042,13,health care,health care,4
8942.0,2043,14,health care,health care,4
8942.0,2044,14,health care,health care,4
8942.0,2045,14,health care,health care,4
8942.0,2046,14,health care,health care,4
8942.0,2047,14,health care,health care,4
8942.0,2048,15,health care,health care,4
8942.0,2049,15,health care,health care,4
8942.0,2050,15,health care,health care,4
36117.0,2024,200,Hotel,Hotel,6
7652.0,2020,1,gov,gov,3
7652.0,2021,1,gov,gov,3
7652.0,2022,1,gov,gov,3
7652.0,2023,1,gov,gov,3
7652.0,2024,1,gov,gov,3
7652.0,2025,1,gov,gov,3
7652.0,2026,1,gov,gov,3
7652.0,2027,1,gov,gov,3
7652.0,2028,1,gov,gov,3
7652.0,2029,1,gov,gov,3
7652.0,2030,1,gov,gov,3
7652.0,2031,1,gov,gov,3
7652.0,2032,1,gov,gov,3
7652.0,2033,1,gov,gov,3
7652.0,2034,1,gov,gov,3
7652.0,2035,1,gov,gov,3
7652.0,2036,1,gov,gov,3
7652.0,2037,1,gov,gov,3
7652.0,2038,1,gov,gov,3
7652.0,2039,1,gov,gov,3
7652.0,2040,1,gov,gov,3
7652.0,2041,1,gov,gov,3
7652.0,2042,1,gov,gov,3
7652.0,2043,1,gov,gov,3
7652.0,2044,1,gov,gov,3
7652.0,2045,1,gov,gov,3
7652.0,2046,1,gov,gov,3
7652.0,2047,1,gov,gov,3
7652.0,2048,1,gov,gov,3
7652.0,2049,1,gov,gov,3
7652.0,2050,1,gov,gov,3
14781.0,2020,30,edu,edu,3
14781.0,2021,30,edu,edu,3
14781.0,2022,31,edu,edu,3
14781.0,2023,31,edu,edu,3
14781.0,2024,31,edu,edu,3
14781.0,2025,32,edu,edu,3
14781.0,2026,32,edu,edu,3
14781.0,2027,32,edu,edu,3
14781.0,2028,32,edu,edu,3
14781.0,2029,33,edu,edu,3
14781.0,2030,33,edu,edu,3
14781.0,2031,33,edu,edu,3
14781.0,2032,34,edu,edu,3
14781.0,2033,34,edu,edu,3
